index	L1	L2	L3	L4	KO	Function	EC	Count
1481	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12659	ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase	1.2.1.38 2.7.2.8	5
1515	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00841	patA; aminotransferase	2.6.1.-	7
1645	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00841	patA; aminotransferase	2.6.1.-	7
1813	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00841	patA; aminotransferase	2.6.1.-	7
5820	21_Cellular response to stress	Cellular response to stress			K11481	AURKA; aurora kinase A	2.7.11.1	3
6108	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K11481	AURKA; aurora kinase A	2.7.11.1	3
6415	21_Cellular response to stress	Response to osmotic stress			K11481	AURKA; aurora kinase A	2.7.11.1	3
1438	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01585	speA; arginine decarboxylase	4.1.1.19	3
1943	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01585	speA; arginine decarboxylase	4.1.1.19	3
6289	21_Cellular response to stress	Response to osmotic stress			K01585	speA; arginine decarboxylase	4.1.1.19	3
2958	11_Nitrogen cycle	Nitrogenated compounds Reduction	Denitrification	Nitrate to nitrite	K02567	napA; nitrate reductase (cytochrome)	1.9.6.1	7
953	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00632	fadA, fadI; acetyl-CoA acyltransferase	2.3.1.16	5
5805	21_Cellular response to stress	Cellular response to stress			K08860	EIF2AK3; eukaryotic translation initiation factor 2-alpha kinase 3	2.7.11.1	5
6093	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08860	EIF2AK3; eukaryotic translation initiation factor 2-alpha kinase 3	2.7.11.1	5
6400	21_Cellular response to stress	Response to osmotic stress			K08860	EIF2AK3; eukaryotic translation initiation factor 2-alpha kinase 3	2.7.11.1	5
2120	07_Nucleic acid metabolism	Pyrimidine metabolism			K02337	dnaE; DNA polymerase III subunit alpha	2.7.7.7	4
2311	07_Nucleic acid metabolism	Purine metabolism			K02337	dnaE; DNA polymerase III subunit alpha	2.7.7.7	4
1035	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	3
2287	07_Nucleic acid metabolism	Purine metabolism			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	3
2068	07_Nucleic acid metabolism	Pyrimidine metabolism			K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	1.17.4.1	2
2223	07_Nucleic acid metabolism	Purine metabolism			K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	1.17.4.1	2
2597	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00691	mapA; maltose phosphorylase	2.4.1.8	1
4063	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K00691	mapA; maltose phosphorylase	2.4.1.8	1
4906	20_Hydrolysis of polymers	Starch			K00691	mapA; maltose phosphorylase	2.4.1.8	1
4711	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K06153	bacA; undecaprenyl-diphosphatase	3.6.1.27	2
6183	21_Cellular response to stress	Response to nitrosative stress			K06153	bacA; undecaprenyl-diphosphatase	3.6.1.27	2
4279	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13005	rfbV; abequosyltransferase	2.4.1.60	1
4502	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K13005	rfbV; abequosyltransferase	2.4.1.60	1
4645	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K13005	rfbV; abequosyltransferase	2.4.1.60	1
4832	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K13005	rfbV; abequosyltransferase	2.4.1.60	1
5179	20_Hydrolysis of polymers	Mannose			K13005	rfbV; abequosyltransferase	2.4.1.60	1
6725	21_Cellular response to stress	Response to osmotic stress			K13005	rfbV; abequosyltransferase	2.4.1.60	1
1213	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase	2.7.8.8	1
902	06_Amino acid utilization biosynthesis metabolism	Lysine degradation II			K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase	2.6.1.7 2.6.1.39	2
1267	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase	2.6.1.7 2.6.1.39	2
1513	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase	2.6.1.7 2.6.1.39	2
1807	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase	2.6.1.7 2.6.1.39	2
1985	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase	2.6.1.7 2.6.1.39	2
5505	21_Cellular response to stress	Cellular response to osmotic stress			K07717	ycbA, glnK; two-component system, sensor histidine kinase YcbA	2.7.13.3	3
5922	21_Cellular response to stress	Regulation of response to osmotic stress			K07717	ycbA, glnK; two-component system, sensor histidine kinase YcbA	2.7.13.3	3
6485	21_Cellular response to stress	Response to osmotic stress			K07717	ycbA, glnK; two-component system, sensor histidine kinase YcbA	2.7.13.3	3
834	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
859	05_Fatty acid oxidation	Fatty acid beta-oxidation III (unsaturated)			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
876	05_Fatty acid oxidation	Fatty acid activation			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
3788	16_Embden Meyerhof-Parnos (EMP)	EMP			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
3835	16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
3855	16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
3890	17_Gluconeogenesis	Gluconeogenesis in archea			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
4994	20_Hydrolysis of polymers	Starch			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
5687	21_Cellular response to stress	Cellular response to stress			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	3
817	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
861	05_Fatty acid oxidation	Fatty acid beta-oxidation III (unsaturated)			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
881	05_Fatty acid oxidation	Fatty acid activation			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
1961	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
3770	15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
3786	16_Embden Meyerhof-Parnos (EMP)	EMP			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
3822	16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
3850	16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
3883	17_Gluconeogenesis	Gluconeogenesis in archea			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
4993	20_Hydrolysis of polymers	Starch			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
5620	21_Cellular response to stress	Cellular response to stress			K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	1
1001	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01557	FAHD1; acylpyruvate hydrolase	3.7.1.5	1
2531	08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K01557	FAHD1; acylpyruvate hydrolase	3.7.1.5	1
2818	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase	3.2.1.86	1
1191	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00302	soxA; sarcosine oxidase, subunit alpha	1.5.3.1	2
2608	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00694	bcsA; cellulose synthase (UDP-forming)	2.4.1.12	2
4891	20_Hydrolysis of polymers	Starch			K00694	bcsA; cellulose synthase (UDP-forming)	2.4.1.12	2
6767	21_Cellular response to stress	Response to osmotic stress			K00694	bcsA; cellulose synthase (UDP-forming)	2.4.1.12	2
4266	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12992	rfbN; rhamnosyltransferase	2.4.1.-	1
4489	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12992	rfbN; rhamnosyltransferase	2.4.1.-	1
4632	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12992	rfbN; rhamnosyltransferase	2.4.1.-	1
4819	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12992	rfbN; rhamnosyltransferase	2.4.1.-	1
5166	20_Hydrolysis of polymers	Mannose			K12992	rfbN; rhamnosyltransferase	2.4.1.-	1
6712	21_Cellular response to stress	Response to osmotic stress			K12992	rfbN; rhamnosyltransferase	2.4.1.-	1
5763	21_Cellular response to stress	Cellular response to stress			K08798	MARK; MAP/microtubule affinity-regulating kinase	2.7.11.1	2
6051	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08798	MARK; MAP/microtubule affinity-regulating kinase	2.7.11.1	2
6358	21_Cellular response to stress	Response to osmotic stress			K08798	MARK; MAP/microtubule affinity-regulating kinase	2.7.11.1	2
1405	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00819	rocD, OAT; ornithine--oxo-acid transaminase	2.6.1.13	2
6623	21_Cellular response to stress	Response to osmotic stress			K04430	MAP2K4, MKK4; mitogen-activated protein kinase kinase 4	2.7.12.2	1
5504	21_Cellular response to stress	Cellular response to osmotic stress			K07716	pleC; two-component system, cell cycle sensor histidine kinase PleC	2.7.13.3	8
5921	21_Cellular response to stress	Regulation of response to osmotic stress			K07716	pleC; two-component system, cell cycle sensor histidine kinase PleC	2.7.13.3	8
6484	21_Cellular response to stress	Response to osmotic stress			K07716	pleC; two-component system, cell cycle sensor histidine kinase PleC	2.7.13.3	8
5524	21_Cellular response to stress	Cellular response to osmotic stress			K11357	divJ; two-component system, cell cycle sensor histidine kinase DivJ	2.7.13.3	9
5941	21_Cellular response to stress	Regulation of response to osmotic stress			K11357	divJ; two-component system, cell cycle sensor histidine kinase DivJ	2.7.13.3	9
6504	21_Cellular response to stress	Response to osmotic stress			K11357	divJ; two-component system, cell cycle sensor histidine kinase DivJ	2.7.13.3	9
1088	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01611	speD, AMD1; S-adenosylmethionine decarboxylase	4.1.1.50	1
1439	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01611	speD, AMD1; S-adenosylmethionine decarboxylase	4.1.1.50	1
1901	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03827	yjaB; putative acetyltransferase	2.3.1.-	1
4155	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03827	yjaB; putative acetyltransferase	2.3.1.-	1
5838	21_Cellular response to stress	Cellular response to stress			K13417	SERK4, BKK1; somatic embryogenesis receptor kinase 4	2.7.10.1 2.7.11.1	1
6126	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13417	SERK4, BKK1; somatic embryogenesis receptor kinase 4	2.7.10.1 2.7.11.1	1
6433	21_Cellular response to stress	Response to osmotic stress			K13417	SERK4, BKK1; somatic embryogenesis receptor kinase 4	2.7.10.1 2.7.11.1	1
5837	21_Cellular response to stress	Cellular response to stress			K13416	BAK1; brassinosteroid insensitive 1-associated receptor kinase 1	2.7.10.1 2.7.11.1	1
6125	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13416	BAK1; brassinosteroid insensitive 1-associated receptor kinase 1	2.7.10.1 2.7.11.1	1
6432	21_Cellular response to stress	Response to osmotic stress			K13416	BAK1; brassinosteroid insensitive 1-associated receptor kinase 1	2.7.10.1 2.7.11.1	1
5839	21_Cellular response to stress	Cellular response to stress			K13418	SERK1; somatic embryogenesis receptor kinase 1	2.7.10.1 2.7.11.1	1
6127	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13418	SERK1; somatic embryogenesis receptor kinase 1	2.7.10.1 2.7.11.1	1
6434	21_Cellular response to stress	Response to osmotic stress			K13418	SERK1; somatic embryogenesis receptor kinase 1	2.7.10.1 2.7.11.1	1
5754	21_Cellular response to stress	Cellular response to stress			K08333	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4	2.7.11.1	4
6042	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08333	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4	2.7.11.1	4
6349	21_Cellular response to stress	Response to osmotic stress			K08333	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4	2.7.11.1	4
3149	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Simple sugar transporter [mD:m00221]	K02057	ABC.SS.P; simple sugar transport system permease protein		1
5526	21_Cellular response to stress	Cellular response to osmotic stress			K11520	manS; two-component system, OmpR family, manganese sensing sensor histidine kinase	2.7.13.3	4
5943	21_Cellular response to stress	Regulation of response to osmotic stress			K11520	manS; two-component system, OmpR family, manganese sensing sensor histidine kinase	2.7.13.3	4
6506	21_Cellular response to stress	Response to osmotic stress			K11520	manS; two-component system, OmpR family, manganese sensing sensor histidine kinase	2.7.13.3	4
2781	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K05350	bglB; beta-glucosidase	3.2.1.21	3
4117	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Cellobiose		K05350	bglB; beta-glucosidase	3.2.1.21	3
4970	20_Hydrolysis of polymers	Starch			K05350	bglB; beta-glucosidase	3.2.1.21	3
6287	21_Cellular response to stress	Response to osmotic stress			K05350	bglB; beta-glucosidase	3.2.1.21	3
5507	21_Cellular response to stress	Cellular response to osmotic stress			K07768	senX3; two-component system, OmpR family, sensor histidine kinase SenX3	2.7.13.3	15
5924	21_Cellular response to stress	Regulation of response to osmotic stress			K07768	senX3; two-component system, OmpR family, sensor histidine kinase SenX3	2.7.13.3	15
6487	21_Cellular response to stress	Response to osmotic stress			K07768	senX3; two-component system, OmpR family, sensor histidine kinase SenX3	2.7.13.3	15
458	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to propionate II (acrylate pathway)		K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	8
1083	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	8
3955	18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	8
2397	07_Nucleic acid metabolism	Purine metabolism			K08289	purT; phosphoribosylglycinamide formyltransferase 2	6.3.1.21	1
2897	10_TCA cycle	TCA cycle			K00244	frdA; fumarate reductase flavoprotein subunit	1.3.5.4	3
2923	10_TCA cycle	Incomplete TCA fork			K00244	frdA; fumarate reductase flavoprotein subunit	1.3.5.4	3
2941	10_TCA cycle	Reductive TCA cycle			K00244	frdA; fumarate reductase flavoprotein subunit	1.3.5.4	3
2625	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase	2.4.1.315	1
5827	21_Cellular response to stress	Cellular response to stress			K12765	IME2; meiosis induction protein kinase IME2/SME1	2.7.11.1	1
6115	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K12765	IME2; meiosis induction protein kinase IME2/SME1	2.7.11.1	1
6422	21_Cellular response to stress	Response to osmotic stress			K12765	IME2; meiosis induction protein kinase IME2/SME1	2.7.11.1	1
1127	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
1183	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
1253	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
1382	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
1695	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
5493	21_Cellular response to stress	Cellular response to osmotic stress			K07682	devS; two-component system, NarL family, sensor histidine kinase DevS	2.7.13.3	9
5910	21_Cellular response to stress	Regulation of response to osmotic stress			K07682	devS; two-component system, NarL family, sensor histidine kinase DevS	2.7.13.3	9
6473	21_Cellular response to stress	Response to osmotic stress			K07682	devS; two-component system, NarL family, sensor histidine kinase DevS	2.7.13.3	9
1660	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K02301	cyoE; protoheme IX farnesyltransferase	2.5.1.-	1
6139	21_Cellular response to stress	Response to nitrosative stress			K02301	cyoE; protoheme IX farnesyltransferase	2.5.1.-	1
1175	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00018	hprA; glycerate dehydrogenase	1.1.1.29	2
2237	07_Nucleic acid metabolism	Purine metabolism			K00904	DGUOK; deoxyguanosine kinase	2.7.1.113	2
5840	21_Cellular response to stress	Cellular response to stress			K13419	pknK; serine/threonine-protein kinase PknK	2.7.11.1	3
6128	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13419	pknK; serine/threonine-protein kinase PknK	2.7.11.1	3
6435	21_Cellular response to stress	Response to osmotic stress			K13419	pknK; serine/threonine-protein kinase PknK	2.7.11.1	3
1022	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00813	aspC; aspartate aminotransferase	2.6.1.1	1
1080	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00813	aspC; aspartate aminotransferase	2.6.1.1	1
1136	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00813	aspC; aspartate aminotransferase	2.6.1.1	1
1356	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00813	aspC; aspartate aminotransferase	2.6.1.1	1
1403	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00813	aspC; aspartate aminotransferase	2.6.1.1	1
1622	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00813	aspC; aspartate aminotransferase	2.6.1.1	1
3939	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00813	aspC; aspartate aminotransferase	2.6.1.1	1
5724	21_Cellular response to stress	Cellular response to stress			K04730	IRAK1; interleukin-1 receptor-associated kinase 1	2.7.11.1	2
6012	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04730	IRAK1; interleukin-1 receptor-associated kinase 1	2.7.11.1	2
6319	21_Cellular response to stress	Response to osmotic stress			K04730	IRAK1; interleukin-1 receptor-associated kinase 1	2.7.11.1	2
5725	21_Cellular response to stress	Cellular response to stress			K04731	IRAK2; interleukin-1 receptor-associated kinase 2	2.7.11.1	2
6013	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04731	IRAK2; interleukin-1 receptor-associated kinase 2	2.7.11.1	2
6320	21_Cellular response to stress	Response to osmotic stress			K04731	IRAK2; interleukin-1 receptor-associated kinase 2	2.7.11.1	2
2129	07_Nucleic acid metabolism	Pyrimidine metabolism			K02428	rdgB; XTP/dITP diphosphohydrolase	3.6.1.66	1
2320	07_Nucleic acid metabolism	Purine metabolism			K02428	rdgB; XTP/dITP diphosphohydrolase	3.6.1.66	1
4273	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12999	rgpI; glucosyltransferase	2.4.1.-	1
4496	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12999	rgpI; glucosyltransferase	2.4.1.-	1
4639	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12999	rgpI; glucosyltransferase	2.4.1.-	1
4826	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12999	rgpI; glucosyltransferase	2.4.1.-	1
5173	20_Hydrolysis of polymers	Mannose			K12999	rgpI; glucosyltransferase	2.4.1.-	1
6719	21_Cellular response to stress	Response to osmotic stress			K12999	rgpI; glucosyltransferase	2.4.1.-	1
5441	21_Cellular response to stress	Cellular response to osmotic stress			K13183	DDX50; ATP-dependent RNA helicase DDX50	3.6.4.13	1
4962	20_Hydrolysis of polymers	Starch			K01087	otsB; trehalose 6-phosphate phosphatase	3.1.3.12	1
6786	21_Cellular response to stress	Response to osmotic stress			K01087	otsB; trehalose 6-phosphate phosphatase	3.1.3.12	1
6824	21_Cellular response to stress	Trehalose metabolism in response to cold stress			K01087	otsB; trehalose 6-phosphate phosphatase	3.1.3.12	1
2828	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01229	LCT; lactase-phlorizin hydrolase	3.2.1.108 3.2.1.62	1
3957	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K01229	LCT; lactase-phlorizin hydrolase	3.2.1.108 3.2.1.62	1
5342	20_Hydrolysis of polymers	Galactose			K01229	LCT; lactase-phlorizin hydrolase	3.2.1.108 3.2.1.62	1
1614	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	3
4367	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	3
340	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01902	sucD; succinyl-CoA synthetase alpha subunit	6.2.1.5	4
348	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01902	sucD; succinyl-CoA synthetase alpha subunit	6.2.1.5	4
2900	10_TCA cycle	TCA cycle			K01902	sucD; succinyl-CoA synthetase alpha subunit	6.2.1.5	4
2926	10_TCA cycle	Incomplete TCA fork			K01902	sucD; succinyl-CoA synthetase alpha subunit	6.2.1.5	4
338	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01899	LSC1; succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	4
346	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01899	LSC1; succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	4
2944	11_Nitrogen cycle	Nitrogenated compounds Reduction	Denitrification	Nitrate to nitrite	K00370	narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit	1.7.5.1 1.7.99.-	3
1727	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	8
5618	21_Cellular response to stress	Cellular response to stress			K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	8
6155	21_Cellular response to stress	Response to nitrosative stress			K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	8
6803	21_Cellular response to stress	Response to oxidative stress			K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	8
197	01_Fermentation	Pyruvate fermentation to butanol			K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
286	01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
294	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
309	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
322	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
344	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
352	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
360	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
381	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
435	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol III		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	4
