MNUJ01000002.1_1_4	13a5bff17f0207c212d1175beb1ad3a0	57	Pfam	PF18917	Domain of unknown function (DUF5668)	1	43	3.7E-13	T	10-07-2023	IPR043726	Domain of unknown function DUF5668
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	Pfam	PF03143	Elongation factor Tu C-terminal domain	299	390	2.0E-36	T	10-07-2023	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	Hamap	MF_00118_B	Elongation factor Tu [tuf].	1	392	60.523808	T	10-07-2023	IPR004541	Translation elongation factor EFTu/EF1A, bacterial/organelle
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	ProSitePatterns	PS00301	Translational (tr)-type guanine nucleotide-binding (G) domain signature.	51	66	-	T	10-07-2023	IPR031157	Tr-type G domain, conserved site
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	PRINTS	PR00315	GTP-binding elongation factor signature	14	27	1.0E-24	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	PRINTS	PR00315	GTP-binding elongation factor signature	78	88	1.0E-24	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	PRINTS	PR00315	GTP-binding elongation factor signature	94	105	1.0E-24	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	PRINTS	PR00315	GTP-binding elongation factor signature	131	140	1.0E-24	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	PRINTS	PR00315	GTP-binding elongation factor signature	58	66	1.0E-24	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	13	150	3.7E-17	T	10-07-2023	IPR005225	Small GTP-binding protein domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	FunFam	G3DSA:3.40.50.300:FF:000003	Elongation factor Tu	1	203	4.5E-114	T	10-07-2023	-	-
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	SUPERFAMILY	SSF50447	Translation proteins	205	301	5.89E-32	T	10-07-2023	IPR009000	Translation protein, beta-barrel domain superfamily
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	TIGRFAM	TIGR00485	EF-Tu: translation elongation factor Tu	1	392	1.9E-222	T	10-07-2023	IPR004541	Translation elongation factor EFTu/EF1A, bacterial/organelle
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	Gene3D	G3DSA:2.40.30.10	Translation factors	338	391	7.6E-22	T	10-07-2023	-	-
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	ProSiteProfiles	PS51722	Translational (tr)-type guanine nucleotide-binding (G) domain profile.	10	204	64.232346	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	FunFam	G3DSA:2.40.30.10:FF:000001	Elongation factor Tu	206	334	1.2E-67	T	10-07-2023	-	-
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	Pfam	PF00009	Elongation factor Tu GTP binding domain	10	201	6.5E-59	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	SUPERFAMILY	SSF50465	EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain	298	391	7.4E-33	T	10-07-2023	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal
MNUJ01000061.1_17	e91e11bf7ee1f69c9884f24a5e36742b	392	Gene3D	G3DSA:3.40.50.300	-	1	203	3.8E-78	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000004.1_1_4	ee46f36bb5583dd6a85c6107cc9fb0b8	87	Pfam	PF02583	Metal-sensitive transcriptional repressor	4	83	9.5E-17	T	10-07-2023	IPR003735	Metal-sensitive transcriptional repressor
MNUJ01000004.1_1_4	ee46f36bb5583dd6a85c6107cc9fb0b8	87	Gene3D	G3DSA:1.20.58.1000	-	1	85	5.2E-20	T	10-07-2023	IPR038390	Metal-sensitive repressor, helix protomer superfamily
MNUJ01000004.1_1_4	ee46f36bb5583dd6a85c6107cc9fb0b8	87	PANTHER	PTHR33677	TRANSCRIPTIONAL REPRESSOR FRMR-RELATED	2	82	1.0E-10	T	10-07-2023	IPR003735	Metal-sensitive transcriptional repressor
MNUJ01000020.1_4	526564ab4d3b414400c3a645e6891beb	213	Coils	Coil	Coil	22	42	-	T	10-07-2023	-	-
MNUJ01000020.1_4	526564ab4d3b414400c3a645e6891beb	213	CDD	cd10911	PIN_LabA	14	185	1.4297E-48	T	10-07-2023	-	-
MNUJ01000020.1_4	526564ab4d3b414400c3a645e6891beb	213	Pfam	PF01936	NYN domain	15	185	7.6E-25	T	10-07-2023	IPR021139	NYN domain, MARF1-type
MNUJ01000020.1_4	526564ab4d3b414400c3a645e6891beb	213	Gene3D	G3DSA:3.40.50.1010	-	7	188	7.5E-34	T	10-07-2023	-	-
MNUJ01000020.1_4	526564ab4d3b414400c3a645e6891beb	213	PANTHER	PTHR35458	SLR0755 PROTEIN	12	204	2.9E-29	T	10-07-2023	IPR047140	NYN domain-containing protein, LabA-like
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	Hamap	MF_01576	Bifunctional protein FolD [folD].	1	263	25.092873	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	28	50	6.0E-44	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	104	125	6.0E-44	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	191	220	6.0E-44	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	241	259	6.0E-44	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	69	96	6.0E-44	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	FunFam	G3DSA:3.40.50.10860:FF:000005	C-1-tetrahydrofolate synthase, cytoplasmic, putative	6	127	7.4E-29	T	10-07-2023	-	-
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	SUPERFAMILY	SSF53223	Aminoacid dehydrogenase-like, N-terminal domain	2	116	7.67E-29	T	10-07-2023	IPR046346	Aminoacid dehydrogenase-like, N-terminal domain superfamily
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	123	261	1.14E-23	T	10-07-2023	IPR036291	NAD(P)-binding domain superfamily
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	Pfam	PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	126	262	4.4E-37	T	10-07-2023	IPR020631	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	Pfam	PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	5	115	3.3E-31	T	10-07-2023	IPR020630	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	Gene3D	G3DSA:3.40.50.720	-	5	244	5.5E-83	T	10-07-2023	-	-
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	PANTHER	PTHR48099	C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC-RELATED	4	262	1.4E-56	T	10-07-2023	-	-
MNUJ01000013.1_11	2da930d8ede524611f9276fa1d9ad34d	263	Gene3D	G3DSA:3.40.50.10860	Leucine Dehydrogenase, chain A, domain 1	6	262	5.5E-83	T	10-07-2023	-	-
MNUJ01000054.1_7	8d881c03c48461d41018dfe950486bb4	84	SMART	SM00966	SpoVT_AbrB_2_a	13	58	1.4E-6	T	10-07-2023	IPR007159	SpoVT-AbrB domain
MNUJ01000054.1_7	8d881c03c48461d41018dfe950486bb4	84	SUPERFAMILY	SSF89447	AbrB/MazE/MraZ-like	12	55	2.62E-8	T	10-07-2023	IPR037914	SpoVT-AbrB domain superfamily
MNUJ01000054.1_7	8d881c03c48461d41018dfe950486bb4	84	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	18	56	3.7E-7	T	10-07-2023	IPR007159	SpoVT-AbrB domain
MNUJ01000054.1_7	8d881c03c48461d41018dfe950486bb4	84	Gene3D	G3DSA:2.10.260.10	-	10	51	1.6E-6	T	10-07-2023	-	-
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	SUPERFAMILY	SSF54843	Ribosomal protein L22	51	160	5.89E-27	T	10-07-2023	IPR036394	Ribosomal protein L22/L17 superfamily
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	PANTHER	PTHR13501	CHLOROPLAST 50S RIBOSOMAL PROTEIN L22-RELATED	52	190	2.9E-19	T	10-07-2023	IPR005727	Ribosomal protein L22, bacterial/chloroplast-type
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	TIGRFAM	TIGR01044	rplV_bact: ribosomal protein uL22	57	154	3.3E-22	T	10-07-2023	IPR005727	Ribosomal protein L22, bacterial/chloroplast-type
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	Hamap	MF_01331_B	50S ribosomal protein L22 [rplV].	51	159	21.086185	T	10-07-2023	IPR005727	Ribosomal protein L22, bacterial/chloroplast-type
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	MobiDBLite	mobidb-lite	consensus disorder prediction	163	197	-	T	10-07-2023	-	-
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	MobiDBLite	mobidb-lite	consensus disorder prediction	130	197	-	T	10-07-2023	-	-
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	Pfam	PF00237	Ribosomal protein L22p/L17e	56	156	1.8E-23	T	10-07-2023	IPR001063	Ribosomal protein L22/L17
MNUJ01000061.1_10	6d3653e315b116b36fd79d03823e00d8	197	Gene3D	G3DSA:3.90.470.10	Ribosomal protein L22/L17	50	191	1.8E-33	T	10-07-2023	IPR036394	Ribosomal protein L22/L17 superfamily
MNUJ01000010.1_11	80a02b53b9ab51a056ef68c9b35bbc5a	86	SUPERFAMILY	SSF53098	Ribonuclease H-like	1	66	2.12E-13	T	10-07-2023	IPR012337	Ribonuclease H-like superfamily
MNUJ01000010.1_11	80a02b53b9ab51a056ef68c9b35bbc5a	86	Gene3D	G3DSA:3.30.420.10	-	1	74	4.6E-10	T	10-07-2023	IPR036397	Ribonuclease H superfamily
MNUJ01000010.1_11	80a02b53b9ab51a056ef68c9b35bbc5a	86	ProSiteProfiles	PS50994	Integrase catalytic domain profile.	1	66	10.991863	T	10-07-2023	IPR001584	Integrase, catalytic core
MNUJ01000010.1_11	80a02b53b9ab51a056ef68c9b35bbc5a	86	Pfam	PF13683	Integrase core domain	1	58	2.1E-16	T	10-07-2023	IPR001584	Integrase, catalytic core
MNUJ01000047.1_7	62b1aa777626beb72e73dd0916b2d221	318	SUPERFAMILY	SSF56672	DNA/RNA polymerases	21	295	3.84E-22	T	10-07-2023	IPR043502	DNA/RNA polymerase superfamily
MNUJ01000047.1_7	62b1aa777626beb72e73dd0916b2d221	318	CDD	cd01651	RT_G2_intron	47	266	1.52583E-35	T	10-07-2023	-	-
MNUJ01000047.1_7	62b1aa777626beb72e73dd0916b2d221	318	PANTHER	PTHR34047	NUCLEAR INTRON MATURASE 1, MITOCHONDRIAL-RELATED	12	277	1.3E-33	T	10-07-2023	-	-
MNUJ01000047.1_7	62b1aa777626beb72e73dd0916b2d221	318	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	55	265	5.7E-19	T	10-07-2023	IPR000477	Reverse transcriptase domain
MNUJ01000047.1_7	62b1aa777626beb72e73dd0916b2d221	318	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	1	266	14.287354	T	10-07-2023	IPR000477	Reverse transcriptase domain
MNUJ01000036.1_2	0c538820ba2753711f79576838e317b2	266	Coils	Coil	Coil	27	54	-	T	10-07-2023	-	-
MNUJ01000008.1_10	df6ef24eeab5e9fd592038f1a0c2e001	333	CDD	cd01651	RT_G2_intron	62	278	2.23205E-42	T	10-07-2023	-	-
MNUJ01000008.1_10	df6ef24eeab5e9fd592038f1a0c2e001	333	PANTHER	PTHR34047	NUCLEAR INTRON MATURASE 1, MITOCHONDRIAL-RELATED	26	284	6.1E-36	T	10-07-2023	-	-
MNUJ01000008.1_10	df6ef24eeab5e9fd592038f1a0c2e001	333	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	1	278	15.947772	T	10-07-2023	IPR000477	Reverse transcriptase domain
MNUJ01000008.1_10	df6ef24eeab5e9fd592038f1a0c2e001	333	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	53	278	2.0E-21	T	10-07-2023	IPR000477	Reverse transcriptase domain
MNUJ01000008.1_10	df6ef24eeab5e9fd592038f1a0c2e001	333	SUPERFAMILY	SSF56672	DNA/RNA polymerases	21	296	1.08E-27	T	10-07-2023	IPR043502	DNA/RNA polymerase superfamily
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	167	349	1.1E-89	T	10-07-2023	-	-
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	8	166	1.1E-89	T	10-07-2023	-	-
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	PANTHER	PTHR21015	UDP-N-ACETYLGLUCOSAMINE--N-ACETYLMURAMYL-(PENTAPEPTIDE) PYROPHOSPHORYL-UNDECAPRENOL N-ACETYLGLUCOSAMINE TRANSFERASE 1	1	356	2.9E-64	T	10-07-2023	-	-
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	Hamap	MF_00033	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [murG].	6	368	25.401566	T	10-07-2023	IPR006009	N-acetylglucosaminyltransferase, MurG
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	Pfam	PF04101	Glycosyltransferase family 28 C-terminal domain	193	347	7.3E-30	T	10-07-2023	IPR007235	Glycosyl transferase, family 28, C-terminal
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	CDD	cd03785	GT28_MurG	6	362	2.09129E-100	T	10-07-2023	-	-
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	4	367	1.91E-74	T	10-07-2023	-	-
MNUJ01000025.1_9	6f95460a5adb6ba1e2f2ab524d5bf055	370	Pfam	PF03033	Glycosyltransferase family 28 N-terminal domain	6	145	5.6E-24	T	10-07-2023	IPR004276	Glycosyltransferase family 28, N-terminal domain
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	ProSitePatterns	PS00595	Aminotransferases class-V pyridoxal-phosphate attachment site.	225	244	-	T	10-07-2023	IPR020578	Aminotransferase class-V, pyridoxal-phosphate binding site
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	Gene3D	G3DSA:3.40.640.10	-	61	267	4.3E-142	T	10-07-2023	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	Gene3D	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	4	411	4.3E-142	T	10-07-2023	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	SUPERFAMILY	SSF53383	PLP-dependent transferases	3	417	2.55E-92	T	10-07-2023	IPR015424	Pyridoxal phosphate-dependent transferase
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	Pfam	PF00266	Aminotransferase class-V	201	407	1.1E-33	T	10-07-2023	IPR000192	Aminotransferase class V domain
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	Pfam	PF00266	Aminotransferase class-V	4	171	1.2E-42	T	10-07-2023	IPR000192	Aminotransferase class V domain
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	PANTHER	PTHR11601	CYSTEINE DESULFURYLASE FAMILY MEMBER	2	422	6.4E-133	T	10-07-2023	-	-
MNUJ01000013.1_13	f062e8284d61abc711c20c6555a4f2ba	425	Gene3D	G3DSA:1.10.260.50	-	15	321	4.3E-142	T	10-07-2023	-	-
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	SMART	SM00060	FN3_2	839	923	9.0E-5	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	CDD	cd00063	FN3	844	933	2.57787E-8	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Gene3D	G3DSA:1.10.3810.10	-	67	267	1.6E-72	T	10-07-2023	IPR036950	Penicillin binding protein transglycosylase domain
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	842	936	15.787184	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Pfam	PF17957	Bacterial Ig domain	752	818	2.0E-11	T	10-07-2023	-	-
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	FunFam	G3DSA:1.10.3810.10:FF:000001	Penicillin-binding protein 1A	69	267	2.4E-67	T	10-07-2023	-	-
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	845	926	1.1E-9	T	10-07-2023	IPR013783	Immunoglobulin-like fold
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	PANTHER	PTHR32282	BINDING PROTEIN TRANSPEPTIDASE, PUTATIVE-RELATED	16	671	6.9E-191	T	10-07-2023	-	-
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Pfam	PF00041	Fibronectin type III domain	845	921	2.3E-8	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Pfam	PF00912	Transglycosylase	76	251	5.8E-61	T	10-07-2023	IPR001264	Glycosyl transferase, family 51
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	SUPERFAMILY	SSF49265	Fibronectin type III	845	921	3.22E-9	T	10-07-2023	IPR036116	Fibronectin type III superfamily
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Gene3D	G3DSA:3.40.710.10	-	274	679	1.2E-120	T	10-07-2023	IPR012338	Beta-lactamase/transpeptidase-like
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	SUPERFAMILY	SSF53955	Lysozyme-like	63	272	4.22E-72	T	10-07-2023	IPR023346	Lysozyme-like domain superfamily
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	236	686	1.43E-111	T	10-07-2023	IPR012338	Beta-lactamase/transpeptidase-like
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	TIGRFAM	TIGR02074	PBP_1a_fam: penicillin-binding protein, 1A family	85	628	2.7E-153	T	10-07-2023	-	-
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Pfam	PF00905	Penicillin binding protein transpeptidase domain	344	625	5.4E-29	T	10-07-2023	IPR001460	Penicillin-binding protein, transpeptidase
MNUJ01000048.1_5	a3a9fb78d665f9e0b3b9b7cdb1f1cdb8	936	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	753	844	6.8E-13	T	10-07-2023	IPR013783	Immunoglobulin-like fold
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	Pfam	PF05157	Type II secretion system (T2SS), protein E, N-terminal domain	59	167	1.9E-12	T	10-07-2023	IPR007831	Type II secretion system protein GspE, N-terminal
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	SMART	SM00382	AAA_5	511	632	5.9E-6	T	10-07-2023	IPR003593	AAA+ ATPase domain
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	MobiDBLite	mobidb-lite	consensus disorder prediction	306	325	-	T	10-07-2023	-	-
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	PANTHER	PTHR30258	TYPE II SECRETION SYSTEM PROTEIN GSPE-RELATED	54	771	2.8E-121	T	10-07-2023	-	-
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	Gene3D	G3DSA:3.40.50.300	-	483	770	7.5E-107	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	Pfam	PF00437	Type II/IV secretion system protein	385	650	3.1E-86	T	10-07-2023	IPR001482	Type II/IV secretion system protein
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	SUPERFAMILY	SSF160246	EspE N-terminal domain-like	23	163	3.14E-16	T	10-07-2023	IPR037257	Type II secretion system protein GspE, N-terminal superfamily
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	FunFam	G3DSA:3.40.50.300:FF:000398	Type IV pilus assembly ATPase PilB	483	771	5.4E-108	T	10-07-2023	-	-
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	Gene3D	G3DSA:3.30.300.160	-	84	164	5.6E-6	T	10-07-2023	IPR037257	Type II secretion system protein GspE, N-terminal superfamily
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	369	766	6.09E-89	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	CDD	cd01129	PulE-GspE-like	502	651	1.73637E-85	T	10-07-2023	-	-
MNUJ01000060.1_4	6c3058673f6bb71b35b801bf30a299f1	836	Gene3D	G3DSA:3.30.450.90	-	345	482	4.5E-40	T	10-07-2023	-	-
MNUJ01000035.1_3_5	4f5179cc64a8cee6688f5910a6d58c08	255	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	3	228	3.33E-48	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
MNUJ01000035.1_3_5	4f5179cc64a8cee6688f5910a6d58c08	255	PANTHER	PTHR43685	GLYCOSYLTRANSFERASE	2	204	6.2E-26	T	10-07-2023	-	-
MNUJ01000035.1_3_5	4f5179cc64a8cee6688f5910a6d58c08	255	Pfam	PF00535	Glycosyl transferase family 2	6	161	1.1E-23	T	10-07-2023	IPR001173	Glycosyltransferase 2-like
MNUJ01000035.1_3_5	4f5179cc64a8cee6688f5910a6d58c08	255	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	1	252	4.0E-51	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
MNUJ01000055.1_6	877816b6f3d676f872e435f43cc98cad	220	Coils	Coil	Coil	30	50	-	T	10-07-2023	-	-
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	Gene3D	G3DSA:2.40.240.10	Ribosomal Protein L25; Chain P	3	93	1.4E-24	T	10-07-2023	IPR020056	Ribosomal protein L25/Gln-tRNA synthetase, N-terminal
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	SUPERFAMILY	SSF50715	Ribosomal protein L25-like	4	189	1.24E-38	T	10-07-2023	IPR011035	Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain superfamily
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	MobiDBLite	mobidb-lite	consensus disorder prediction	209	227	-	T	10-07-2023	-	-
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	PANTHER	PTHR33284	RIBOSOMAL PROTEIN L25/GLN-TRNA SYNTHETASE, ANTI-CODON-BINDING DOMAIN-CONTAINING PROTEIN	4	186	1.7E-22	T	10-07-2023	-	-
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	Pfam	PF14693	Ribosomal protein TL5, C-terminal domain	99	184	1.2E-15	T	10-07-2023	IPR020057	Ribosomal protein L25, beta domain
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	Hamap	MF_01334	50S ribosomal protein L25 [rplY].	5	184	21.460382	T	10-07-2023	IPR001021	Ribosomal protein L25, long-form
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	MobiDBLite	mobidb-lite	consensus disorder prediction	191	208	-	T	10-07-2023	-	-
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	Gene3D	G3DSA:2.170.120.20	Ribosomal protein L25, beta domain	97	191	1.1E-22	T	10-07-2023	IPR037121	Ribosomal protein L25, C-terminal
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	TIGRFAM	TIGR00731	bL25_bact_ctc: ribosomal protein bL25, Ctc-form	17	180	7.5E-36	T	10-07-2023	IPR001021	Ribosomal protein L25, long-form
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	Pfam	PF01386	Ribosomal L25p family	7	91	2.1E-16	T	10-07-2023	IPR029751	Ribosomal protein L25
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	MobiDBLite	mobidb-lite	consensus disorder prediction	185	248	-	T	10-07-2023	-	-
