SMWK01000052.1_orf83678	54c47ba4fc7e3e4a42066c5407932503	734	Pfam	PF11739	Dicarboxylate transport	531	724	1.5E-41	T	24-06-2023	IPR021730	Dicarboxylate transport
SMWK01000105.1_orf12185	4b9ca069223674a255b127a989f7f28a	292	FunFam	G3DSA:3.40.50.720:FF:000084	Short-chain dehydrogenase reductase	36	291	1.8E-60	T	24-06-2023	-	-
SMWK01000105.1_orf12185	4b9ca069223674a255b127a989f7f28a	292	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	183	211	-	T	24-06-2023	IPR020904	Short-chain dehydrogenase/reductase, conserved site
SMWK01000039.1_orf80394	32da34028a6ce4cabbaa35622fe61891	336	PANTHER	PTHR20883	PHYTANOYL-COA DIOXYGENASE DOMAIN CONTAINING 1	120	257	5.5E-14	T	24-06-2023	-	-
SMWK01000039.1_orf80394	32da34028a6ce4cabbaa35622fe61891	336	Gene3D	G3DSA:2.60.120.620	q2cbj1_9rhob like domain	26	308	2.8E-39	T	24-06-2023	-	-
SMWK01000039.1_orf80394	32da34028a6ce4cabbaa35622fe61891	336	SUPERFAMILY	SSF51197	Clavaminate synthase-like	41	298	3.75E-36	T	24-06-2023	-	-
SMWK01000039.1_orf80394	32da34028a6ce4cabbaa35622fe61891	336	Pfam	PF05721	Phytanoyl-CoA dioxygenase (PhyH)	45	252	5.1E-20	T	24-06-2023	IPR008775	Phytanoyl-CoA dioxygenase-like
SMWK01000129.1_orf18855	536fc35badc8b89e28d883a55a42b9d2	165	Pfam	PF06295	Protein of unknown function (DUF1043)	40	111	9.0E-12	T	24-06-2023	IPR009386	Protein of unknown function DUF1043
SMWK01000129.1_orf18855	536fc35badc8b89e28d883a55a42b9d2	165	PANTHER	PTHR39579	INNER MEMBRANE PROTEIN YHCB	43	116	7.6E-12	T	24-06-2023	IPR009386	Protein of unknown function DUF1043
SMWK01000129.1_orf18855	536fc35badc8b89e28d883a55a42b9d2	165	Coils	Coil	Coil	56	76	-	T	24-06-2023	-	-
SMWK01000235.1_orf49822	8992fb678b22fecf79bef193085a652e	368	Pfam	PF10503	Esterase PHB depolymerase	175	284	9.7E-7	T	24-06-2023	IPR010126	Esterase, PHB depolymerase
SMWK01000235.1_orf49822	8992fb678b22fecf79bef193085a652e	368	PANTHER	PTHR43037	UNNAMED PRODUCT-RELATED	154	352	5.2E-27	T	24-06-2023	-	-
SMWK01000235.1_orf49822	8992fb678b22fecf79bef193085a652e	368	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	177	366	1.36E-30	T	24-06-2023	IPR029058	Alpha/Beta hydrolase fold
SMWK01000235.1_orf49822	8992fb678b22fecf79bef193085a652e	368	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	175	367	1.4E-36	T	24-06-2023	IPR029058	Alpha/Beta hydrolase fold
SMWK01000113.1_orf15592	5ff2cf4d38509d8d521f8472f2addd7f	367	PANTHER	PTHR34220	SENSOR HISTIDINE KINASE YPDA	146	357	8.7E-61	T	24-06-2023	-	-
SMWK01000113.1_orf15592	5ff2cf4d38509d8d521f8472f2addd7f	367	Gene3D	G3DSA:3.30.565.10	-	222	356	4.7E-10	T	24-06-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
SMWK01000113.1_orf15592	5ff2cf4d38509d8d521f8472f2addd7f	367	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	223	311	1.61E-8	T	24-06-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
SMWK01000113.1_orf15592	5ff2cf4d38509d8d521f8472f2addd7f	367	Pfam	PF06580	Histidine kinase	170	247	2.6E-24	T	24-06-2023	IPR010559	Signal transduction histidine kinase, internal region
SMWK01000228.1_orf47842	3d6300f2d4733e38ce5ae84c487ffc70	409	Pfam	PF00144	Beta-lactamase	66	385	1.1E-56	T	24-06-2023	IPR001466	Beta-lactamase-related
SMWK01000228.1_orf47842	3d6300f2d4733e38ce5ae84c487ffc70	409	PANTHER	PTHR46520	SERINE BETA-LACTAMASE-LIKE PROTEIN LACTB, MITOCHONDRIAL	175	342	8.2E-51	T	24-06-2023	-	-
SMWK01000228.1_orf47842	3d6300f2d4733e38ce5ae84c487ffc70	409	Gene3D	G3DSA:3.40.710.10	-	63	388	1.5E-63	T	24-06-2023	IPR012338	Beta-lactamase/transpeptidase-like
SMWK01000228.1_orf47842	3d6300f2d4733e38ce5ae84c487ffc70	409	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	56	404	4.51E-68	T	24-06-2023	IPR012338	Beta-lactamase/transpeptidase-like
SMWK01000102.1_orf11600	03a959d449a1213b60eb48d6c7be3bc9	831	Pfam	PF14403	Circularly permuted ATP-grasp type 2	87	469	2.9E-124	T	24-06-2023	IPR025841	Circularly permuted ATP-grasp type 2
SMWK01000102.1_orf11600	03a959d449a1213b60eb48d6c7be3bc9	831	Pfam	PF04168	A predicted alpha-helical domain with a conserved ER motif.	506	824	6.4E-62	T	24-06-2023	IPR007296	Domain of unknown function DUF403
SMWK01000102.1_orf11600	03a959d449a1213b60eb48d6c7be3bc9	831	Gene3D	G3DSA:3.40.50.11290	-	225	322	1.3E-28	T	24-06-2023	-	-
SMWK01000102.1_orf11600	03a959d449a1213b60eb48d6c7be3bc9	831	SUPERFAMILY	SSF56059	Glutathione synthetase ATP-binding domain-like	62	368	1.91E-14	T	24-06-2023	-	-
SMWK01000102.1_orf11600	03a959d449a1213b60eb48d6c7be3bc9	831	PANTHER	PTHR34595	BLR5612 PROTEIN	17	830	6.7E-183	T	24-06-2023	-	-
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	SUPERFAMILY	SSF109604	HD-domain/PDEase-like	180	348	9.11E-23	T	24-06-2023	-	-
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	SMART	SM00471	hd_13	182	319	0.0091	T	24-06-2023	IPR003607	HD/PDEase domain
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	Pfam	PF11871	Domain of unknown function (DUF3391)	21	154	7.0E-20	T	24-06-2023	IPR021812	Protein of unknown function DUF3391
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	ProSiteProfiles	PS51832	HD-GYP domain profile.	164	361	35.346512	T	24-06-2023	IPR037522	HD-GYP domain
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	PANTHER	PTHR43155	CYCLIC DI-GMP PHOSPHODIESTERASE PA4108-RELATED	110	364	6.5E-44	T	24-06-2023	-	-
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	CDD	cd00077	HDc	185	317	8.93747E-15	T	24-06-2023	IPR003607	HD/PDEase domain
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	Pfam	PF13487	HD domain	238	300	1.4E-13	T	24-06-2023	-	-
SMWK01000258.1_orf57307	4bdf0dbee3e1b018181fee4d98522b3c	438	Gene3D	G3DSA:1.10.3210.10	Hypothetical protein af1432	64	349	1.6E-54	T	24-06-2023	-	-
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	Gene3D	G3DSA:1.20.1560.10	ABC transporter type 1, transmembrane domain	44	432	9.4E-45	T	24-06-2023	IPR036640	ABC transporter type 1, transmembrane domain superfamily
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	SUPERFAMILY	SSF90123	ABC transporter transmembrane region	179	432	9.03E-36	T	24-06-2023	IPR036640	ABC transporter type 1, transmembrane domain superfamily
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	PANTHER	PTHR24221	ATP-BINDING CASSETTE SUB-FAMILY B	183	679	6.8E-113	T	24-06-2023	IPR039421	Type 1 protein exporter
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	CDD	cd07346	ABC_6TM_exporters	179	423	1.95287E-28	T	24-06-2023	-	-
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	448	682	21.908875	T	24-06-2023	IPR003439	ABC transporter-like, ATP-binding domain
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	Pfam	PF00664	ABC transporter transmembrane region	181	400	5.8E-24	T	24-06-2023	IPR011527	ABC transporter type 1, transmembrane domain
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	FunFam	G3DSA:3.40.50.300:FF:000221	Multidrug ABC transporter ATP-binding protein	441	689	8.9E-85	T	24-06-2023	-	-
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	Pfam	PF00005	ABC transporter	465	613	4.5E-29	T	24-06-2023	IPR003439	ABC transporter-like, ATP-binding domain
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	ProSiteProfiles	PS50929	ABC transporter integral membrane type-1 fused domain profile.	179	415	24.391161	T	24-06-2023	IPR011527	ABC transporter type 1, transmembrane domain
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	Gene3D	G3DSA:3.40.50.300	-	442	687	3.4E-81	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	442	684	1.4E-76	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	ProSitePatterns	PS00211	ABC transporters family signature.	585	599	-	T	24-06-2023	IPR017871	ABC transporter-like, conserved site
SMWK01000039.1_orf80309	d22c4611d8c0f2912942e22c725f4cca	689	SMART	SM00382	AAA_5	473	659	3.2E-12	T	24-06-2023	IPR003593	AAA+ ATPase domain
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	Gene3D	G3DSA:6.10.250.3150	-	91	276	5.4E-14	T	24-06-2023	-	-
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	SUPERFAMILY	SSF51261	Duplicated hybrid motif	190	410	3.61E-47	T	24-06-2023	IPR011055	Duplicated hybrid motif
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	FunFam	G3DSA:2.70.70.10:FF:000003	Murein hydrolase activator EnvC	277	412	1.0E-45	T	24-06-2023	-	-
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	Coils	Coil	Coil	96	137	-	T	24-06-2023	-	-
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	CDD	cd12797	M23_peptidase	314	397	8.98677E-27	T	24-06-2023	-	-
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	PANTHER	PTHR21666	PEPTIDASE-RELATED	102	410	6.3E-31	T	24-06-2023	-	-
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	Pfam	PF01551	Peptidase family M23	314	406	3.1E-23	T	24-06-2023	IPR016047	Peptidase M23
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	Coils	Coil	Coil	240	281	-	T	24-06-2023	-	-
SMWK01000248.1_orf52876	5e7b035260aba88cea34424365ad4c5c	413	Gene3D	G3DSA:2.70.70.10	Glucose Permease (Domain IIA)	277	411	1.7E-34	T	24-06-2023	IPR011055	Duplicated hybrid motif
SMWK01000098.1_orf10207	cf93c5b54b484965a87dabc98789f640	323	Gene3D	G3DSA:3.40.50.720	-	17	322	6.4E-55	T	24-06-2023	-	-
SMWK01000098.1_orf10207	cf93c5b54b484965a87dabc98789f640	323	Pfam	PF01370	NAD dependent epimerase/dehydratase family	21	229	3.7E-28	T	24-06-2023	IPR001509	NAD-dependent epimerase/dehydratase
SMWK01000098.1_orf10207	cf93c5b54b484965a87dabc98789f640	323	PANTHER	PTHR43245	BIFUNCTIONAL POLYMYXIN RESISTANCE PROTEIN ARNA	17	321	8.6E-29	T	24-06-2023	-	-
SMWK01000098.1_orf10207	cf93c5b54b484965a87dabc98789f640	323	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	17	322	1.77E-56	T	24-06-2023	IPR036291	NAD(P)-binding domain superfamily
SMWK01000223.1_orf46118	5a8a02629cc13e5fae1af6cffdf78b09	350	Pfam	PF03203	MerC mercury resistance protein	231	341	9.3E-23	T	24-06-2023	IPR004891	Mercury transport protein MerC
SMWK01000175.1_orf34295	e09452a52f022436020a6c976d9770c1	358	Pfam	PF02424	ApbE family	64	339	4.2E-77	T	24-06-2023	IPR024932	Flavin transferase ApbE
SMWK01000175.1_orf34295	e09452a52f022436020a6c976d9770c1	358	SUPERFAMILY	SSF143631	ApbE-like	56	354	2.17E-87	T	24-06-2023	IPR003374	ApbE-like superfamily
SMWK01000175.1_orf34295	e09452a52f022436020a6c976d9770c1	358	Gene3D	G3DSA:3.10.520.10	-	49	357	9.3E-102	T	24-06-2023	IPR003374	ApbE-like superfamily
SMWK01000175.1_orf34295	e09452a52f022436020a6c976d9770c1	358	PANTHER	PTHR30040	THIAMINE BIOSYNTHESIS LIPOPROTEIN APBE	32	356	3.8E-87	T	24-06-2023	IPR024932	Flavin transferase ApbE
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	CDD	cd06261	TM_PBP2	166	359	3.56119E-14	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	163	377	20.49033	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	SUPERFAMILY	SSF161098	MetI-like	29	377	1.57E-39	T	24-06-2023	IPR035906	MetI-like superfamily
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	Gene3D	G3DSA:1.10.3720.10	-	137	379	1.1E-37	T	24-06-2023	IPR035906	MetI-like superfamily
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	186	376	1.3E-13	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	PANTHER	PTHR42929	INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YDCU-RELATED-RELATED	28	380	2.8E-50	T	24-06-2023	-	-
SMWK01000242.1_orf51160	2bbd20bf281eb8eea9a980cb38b3e4d0	388	Coils	Coil	Coil	113	133	-	T	24-06-2023	-	-
SMWK01000005.1_orf82403	24948f64da34d9aaeaf1b0f9a743086e	370	SUPERFAMILY	SSF159245	AttH-like	19	265	3.53E-10	T	24-06-2023	-	-
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	Coils	Coil	Coil	352	372	-	T	24-06-2023	-	-
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	Hamap	MF_00140_B	Tryptophan--tRNA ligase [trpS].	10	405	34.618801	T	24-06-2023	IPR024109	Tryptophan-tRNA ligase, bacterial-type
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	12	404	9.12E-85	T	24-06-2023	-	-
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	19	28	-	T	24-06-2023	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	CDD	cd00806	TrpRS_core	12	358	1.36949E-113	T	24-06-2023	IPR002306	Tryptophan-tRNA ligase
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	FunFam	G3DSA:1.10.240.10:FF:000005	Tryptophan--tRNA ligase	267	372	5.5E-28	T	24-06-2023	-	-
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	Gene3D	G3DSA:3.40.50.620	HUPs	3	234	9.5E-75	T	24-06-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	TIGRFAM	TIGR00233	trpS: tryptophan--tRNA ligase	11	183	3.0E-57	T	24-06-2023	IPR002306	Tryptophan-tRNA ligase
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	Gene3D	G3DSA:1.10.240.10	-	267	372	1.4E-36	T	24-06-2023	-	-
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	PANTHER	PTHR43766	TRYPTOPHAN--TRNA LIGASE, MITOCHONDRIAL	7	404	3.1E-83	T	24-06-2023	-	-
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	Pfam	PF00579	tRNA synthetases class I (W and Y)	8	182	8.7E-52	T	24-06-2023	IPR002305	Aminoacyl-tRNA synthetase, class Ic
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	Pfam	PF00579	tRNA synthetases class I (W and Y)	250	357	8.3E-11	T	24-06-2023	IPR002305	Aminoacyl-tRNA synthetase, class Ic
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	PRINTS	PR01039	Tryptophanyl-tRNA synthetase signature	152	173	2.6E-19	T	24-06-2023	IPR002306	Tryptophan-tRNA ligase
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	PRINTS	PR01039	Tryptophanyl-tRNA synthetase signature	74	93	2.6E-19	T	24-06-2023	IPR002306	Tryptophan-tRNA ligase
SMWK01000085.1_orf6780	bca795d9a84946e689e3b43a3d40964e	407	PRINTS	PR01039	Tryptophanyl-tRNA synthetase signature	23	39	2.6E-19	T	24-06-2023	IPR002306	Tryptophan-tRNA ligase
SMWK01000086.1_orf7410	9ffcb8297b7e6c0fe0d0c320f1bb750a	715	Pfam	PF12228	Protein of unknown function (DUF3604)	133	715	3.6E-222	T	24-06-2023	IPR022028	Protein of unknown function DUF3604
SMWK01000086.1_orf7410	9ffcb8297b7e6c0fe0d0c320f1bb750a	715	Gene3D	G3DSA:3.20.20.140	-	131	467	4.6E-8	T	24-06-2023	-	-
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	ProSiteProfiles	PS50005	TPR repeat profile.	333	366	8.2899	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SMART	SM00028	tpr_5	299	332	12.0	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SMART	SM00028	tpr_5	333	366	20.0	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SMART	SM00028	tpr_5	766	799	0.22	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SMART	SM00028	tpr_5	626	659	130.0	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SMART	SM00028	tpr_5	163	196	13.0	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	PANTHER	PTHR12558	CELL DIVISION CYCLE 16,23,27	290	797	7.1E-27	T	24-06-2023	-	-
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	24-06-2023	-	-
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	214	383	1.0E-22	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	Pfam	PF13432	Tetratricopeptide repeat	743	797	1.1E-4	T	24-06-2023	-	-
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	Pfam	PF14559	Tetratricopeptide repeat	313	358	3.3E-7	T	24-06-2023	-	-
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	Pfam	PF14559	Tetratricopeptide repeat	214	260	2.6E-6	T	24-06-2023	-	-
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	553	811	8.6E-19	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SUPERFAMILY	SSF48452	TPR-like	138	373	5.69E-21	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	SUPERFAMILY	SSF48452	TPR-like	289	803	6.21E-19	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	129	212	9.4E-11	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	ProSiteProfiles	PS50005	TPR repeat profile.	766	799	8.1719	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000144.1_orf22271	53fcc50480e3b3d4b0b3743b48e40e96	811	ProSiteProfiles	PS50005	TPR repeat profile.	163	196	8.4079	T	24-06-2023	IPR019734	Tetratricopeptide repeat
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Gene3D	G3DSA:1.20.120.430	tRNA modification GTPase MnmE domain 2	125	446	2.4E-94	T	24-06-2023	IPR027368	tRNA modification GTPase MnmE domain 2
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Gene3D	G3DSA:3.30.1360.120	Probable tRNA modification gtpase trme; domain 1	3	124	7.3E-43	T	24-06-2023	IPR027266	GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	ProSiteProfiles	PS51709	TrmE-type guanine nucleotide-binding (G) domain profile.	219	370	62.264977	T	24-06-2023	IPR031168	TrmE-type guanine nucleotide-binding domain
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	CDD	cd14858	TrmE_N	9	122	1.00922E-59	T	24-06-2023	IPR018948	GTP-binding protein TrmE, N-terminal
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	CDD	cd04164	trmE	218	370	4.57105E-63	T	24-06-2023	IPR031168	TrmE-type guanine nucleotide-binding domain
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	220	365	4.7E-19	T	24-06-2023	IPR005225	Small GTP-binding protein domain
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	76	366	2.81E-41	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Pfam	PF01926	50S ribosome-binding GTPase	222	327	1.2E-21	T	24-06-2023	IPR006073	GTP binding domain
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Gene3D	G3DSA:3.40.50.300	-	220	374	2.4E-94	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Pfam	PF10396	GTP-binding protein TrmE N-terminus	10	123	3.8E-40	T	24-06-2023	IPR018948	GTP-binding protein TrmE, N-terminal
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	TIGRFAM	TIGR00450	mnmE_trmE_thdF: tRNA modification GTPase TrmE	15	446	6.6E-99	T	24-06-2023	IPR004520	tRNA modification GTPase MnmE
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	SUPERFAMILY	SSF116878	TrmE connector domain	124	446	2.35E-44	T	24-06-2023	-	-
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Hamap	MF_00379	tRNA modification GTPase MnmE [mnmE].	9	446	32.352352	T	24-06-2023	IPR004520	tRNA modification GTPase MnmE
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	Pfam	PF12631	MnmE helical domain	126	443	1.8E-50	T	24-06-2023	IPR025867	MnmE, helical domain
SMWK01000082.1_orf5743	aa8111aa5982486d5e1da1a17bb74859	446	PANTHER	PTHR42714	TRNA MODIFICATION GTPASE GTPBP3	10	446	1.7E-103	T	24-06-2023	-	-
SMWK01000083.1_orf6442	30066b7e14f645bfdf6dd4a0c0711d6e	404	PANTHER	PTHR43319	BETA-LACTAMASE-RELATED	6	402	7.1E-98	T	24-06-2023	-	-
SMWK01000083.1_orf6442	30066b7e14f645bfdf6dd4a0c0711d6e	404	Coils	Coil	Coil	396	404	-	T	24-06-2023	-	-
SMWK01000083.1_orf6442	30066b7e14f645bfdf6dd4a0c0711d6e	404	Pfam	PF00144	Beta-lactamase	26	396	7.4E-60	T	24-06-2023	IPR001466	Beta-lactamase-related
SMWK01000083.1_orf6442	30066b7e14f645bfdf6dd4a0c0711d6e	404	Gene3D	G3DSA:3.40.710.10	-	12	402	1.0E-108	T	24-06-2023	IPR012338	Beta-lactamase/transpeptidase-like
SMWK01000083.1_orf6442	30066b7e14f645bfdf6dd4a0c0711d6e	404	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	23	381	1.78E-69	T	24-06-2023	IPR012338	Beta-lactamase/transpeptidase-like
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	Pfam	PF02894	Oxidoreductase family, C-terminal alpha/beta domain	168	364	1.2E-21	T	24-06-2023	IPR004104	Gfo/Idh/MocA-like oxidoreductase, C-terminal
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	Pfam	PF01408	Oxidoreductase family, NAD-binding Rossmann fold	40	156	4.0E-25	T	24-06-2023	IPR000683	Gfo/Idh/MocA-like oxidoreductase, N-terminal
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	23	184	1.32E-44	T	24-06-2023	IPR036291	NAD(P)-binding domain superfamily
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	Gene3D	G3DSA:3.30.360.10	Dihydrodipicolinate Reductase; domain 2	175	303	2.7E-105	T	24-06-2023	-	-
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	FunFam	G3DSA:3.30.360.10:FF:000023	Inositol 2-dehydrogenase	175	305	9.5E-56	T	24-06-2023	-	-
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	Gene3D	G3DSA:3.40.50.720	-	40	353	2.7E-105	T	24-06-2023	-	-
