	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC292026.1_233	KC292026	KC292026.1	233	137166	137558	-1	E			YP_008059472.1	YP_008059472.1 hypothetical protein M199_gp072 [Halogranum tailed virus 1]	False	0.988	273.0	3.845e-84									VOG04983	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_234	KC292026	KC292026.1	234	138080	138298	-1	E			YP_008059474.1	YP_008059474.1 hypothetical protein M199_gp070 [Halogranum tailed virus 1]	False	0.967	149.0	3.9190000000000003e-42												0	False	
KC292026.1_235	KC292026	KC292026.1	235	138450	138887	-1	E			YP_008059475.1	YP_008059475.1 hypothetical protein M199_gp069 [Halogranum tailed virus 1]	False	0.899	274.0	4.208e-84												0	False	F
KC292026.1_236	KC292026	KC292026.1	236	139137	139343	-1	E			YP_008059477.1	YP_008059477.1 hypothetical protein M199_gp067 [Halogranum tailed virus 1]	False	0.954	139.0	1.205e-38												0	False	F
KC292026.1_237	KC292026	KC292026.1	237	139464	139673	-1	E			YP_008059478.1	YP_008059478.1 hypothetical protein M199_gp066 [Halogranum tailed virus 1]	False	1.0	154.0	7.543e-44												0	False	F
KC292026.1_238	KC292026	KC292026.1	238	139834	140121	-1	E			YP_008059480.1	YP_008059480.1 hypothetical protein M199_gp064 [Halogranum tailed virus 1]	False	0.991	201.0	8.998e-60												0	False	F
KC292026.1_239	KC292026	KC292026.1	239	140281	140463	-1	E			YP_008059481.1	YP_008059481.1 hypothetical protein M199_gp063 [Halogranum tailed virus 1]	False	0.922	118.0	1.1490000000000002e-31												0	False	F
KC292026.1_240	KC292026	KC292026.1	240	140592	140822	-1	E			YP_008059482.1	YP_008059482.1 hypothetical protein M199_gp062 [Halogranum tailed virus 1]	False	0.984	160.0	6.778e-46												0	False	F
KC292026.1_241	KC292026	KC292026.1	241	140988	141239	-1	E			YP_008059483.1	YP_008059483.1 hypothetical protein M199_gp061 [Halogranum tailed virus 1]	False	0.94	166.0	8.34e-48												0	False	F
KC292026.1_242	KC292026	KC292026.1	242	141425	141667	-1	E			YP_008059484.1	YP_008059484.1 hypothetical protein M199_gp060 [Halogranum tailed virus 1]	False	1.0	172.0	6.24e-50												0	False	F
KC292026.1_243	KC292026	KC292026.1	243	142387	143091	-1	E			YP_008059488.1	YP_008059488.1 hypothetical protein M199_gp056 [Halogranum tailed virus 1]	True	0.968	479.0	2.233e-153												0	False	F
