JACQFO010000126.1_orf8889	6140484221ee7bf8a725c58fa78b5822	443	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	65	443	27.498711	T	24-06-2023	IPR020846	Major facilitator superfamily domain
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	SMART	SM00962	SRP54_3	150	344	9.7E-87	T	24-06-2023	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	Gene3D	G3DSA:1.20.120.140	-	55	353	4.6E-107	T	24-06-2023	IPR042101	Signal recognition particle SRP54, N-terminal domain superfamily
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	SUPERFAMILY	SSF47446	Signal peptide-binding domain	346	474	2.62E-32	T	24-06-2023	IPR036891	Signal recognition particle, SRP54 subunit, M-domain superfamily
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	Pfam	PF00448	SRP54-type protein, GTPase domain	151	344	3.8E-67	T	24-06-2023	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	SUPERFAMILY	SSF47364	Domain of the SRP/SRP receptor G-proteins	49	140	1.83E-21	T	24-06-2023	IPR036225	SRP/SRP receptor, N-terminal
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	SMART	SM00382	AAA_5	149	349	2.4E-6	T	24-06-2023	IPR003593	AAA+ ATPase domain
JACQFO010000034.1_orf14618	e5d392778c6f1015f750535e7a2a7e70	491	Gene3D	G3DSA:1.10.260.30	-	357	490	1.7E-37	T	24-06-2023	IPR036891	Signal recognition particle, SRP54 subunit, M-domain superfamily
JACQFO010000138.1_orf11302	6be4291114a92b590f97e4fce000ceb5	139	MobiDBLite	mobidb-lite	consensus disorder prediction	114	139	-	T	24-06-2023	-	-
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	Hamap	MF_00318	Enolase [eno].	8	417	41.5546	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PANTHER	PTHR11902	ENOLASE	8	429	3.0E-149	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	SFLD	SFLDG00178	enolase	10	417	0.0	T	24-06-2023	-	-
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	CDD	cd03313	enolase	12	416	0.0	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PRINTS	PR00148	Enolase signature	369	386	4.0E-40	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PRINTS	PR00148	Enolase signature	340	354	4.0E-40	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PRINTS	PR00148	Enolase signature	166	179	4.0E-40	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PRINTS	PR00148	Enolase signature	42	56	4.0E-40	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PRINTS	PR00148	Enolase signature	112	128	4.0E-40	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	PRINTS	PR00148	Enolase signature	317	328	4.0E-40	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	SMART	SM01193	Enolase_N_3	10	139	1.3E-78	T	24-06-2023	IPR020811	Enolase, N-terminal
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	Pfam	PF03952	Enolase, N-terminal domain	10	137	4.4E-53	T	24-06-2023	IPR020811	Enolase, N-terminal
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	Pfam	PF00113	Enolase, C-terminal TIM barrel domain	145	429	1.4E-109	T	24-06-2023	IPR020810	Enolase, C-terminal TIM barrel domain
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	SUPERFAMILY	SSF54826	Enolase N-terminal domain-like	9	141	5.08E-51	T	24-06-2023	IPR029017	Enolase-like, N-terminal
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	SMART	SM01192	Enolase_C_3	144	430	2.1E-154	T	24-06-2023	IPR020810	Enolase, C-terminal TIM barrel domain
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	Gene3D	G3DSA:3.20.20.120	-	133	430	7.7E-117	T	24-06-2023	IPR036849	Enolase-like, C-terminal domain superfamily
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	SFLD	SFLDF00002	enolase	10	417	0.0	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	TIGRFAM	TIGR01060	eno: phosphopyruvate hydratase	10	428	3.6E-171	T	24-06-2023	IPR000941	Enolase
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	SUPERFAMILY	SSF51604	Enolase C-terminal domain-like	144	428	8.77E-104	T	24-06-2023	IPR036849	Enolase-like, C-terminal domain superfamily
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	ProSitePatterns	PS00164	Enolase signature.	340	353	-	T	24-06-2023	IPR020809	Enolase, conserved site
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	Gene3D	G3DSA:3.30.390.10	-	3	131	2.2E-54	T	24-06-2023	IPR029017	Enolase-like, N-terminal
JACQFO010000104.1_orf2140	4c6d0b205711fd6d8f725e5690ae951d	430	FunFam	G3DSA:3.30.390.10:FF:000001	Enolase	7	131	5.7E-53	T	24-06-2023	-	-
JACQFO010000012.1_orf13489	4d155dd94edc3f2606660b836701414d	252	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	24-06-2023	-	-
JACQFO010000012.1_orf13489	4d155dd94edc3f2606660b836701414d	252	MobiDBLite	mobidb-lite	consensus disorder prediction	112	173	-	T	24-06-2023	-	-
JACQFO010000012.1_orf13489	4d155dd94edc3f2606660b836701414d	252	MobiDBLite	mobidb-lite	consensus disorder prediction	217	246	-	T	24-06-2023	-	-
JACQFO010000012.1_orf13489	4d155dd94edc3f2606660b836701414d	252	MobiDBLite	mobidb-lite	consensus disorder prediction	52	252	-	T	24-06-2023	-	-
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	PANTHER	PTHR10210	RIBOSE-PHOSPHATE DIPHOSPHOKINASE FAMILY MEMBER	34	312	3.3E-56	T	24-06-2023	IPR005946	Ribose-phosphate pyrophosphokinase
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	SMART	SM01400	Pribosyltran_N_2	32	147	2.9E-32	T	24-06-2023	-	-
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	Pfam	PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	34	147	5.0E-24	T	24-06-2023	IPR029099	Ribose-phosphate pyrophosphokinase, N-terminal domain
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	FunFam	G3DSA:3.40.50.2020:FF:000007	Ribose-phosphate pyrophosphokinase	35	186	1.0E-31	T	24-06-2023	-	-
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	Pfam	PF00156	Phosphoribosyl transferase domain	186	302	2.4E-13	T	24-06-2023	IPR000836	Phosphoribosyltransferase domain
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	Gene3D	G3DSA:3.40.50.2020	-	174	309	2.3E-80	T	24-06-2023	IPR029057	Phosphoribosyltransferase-like
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	TIGRFAM	TIGR01251	ribP_PPkin: ribose-phosphate diphosphokinase	34	320	8.2E-81	T	24-06-2023	IPR005946	Ribose-phosphate pyrophosphokinase
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	CDD	cd06223	PRTases_typeI	174	301	6.96582E-21	T	24-06-2023	IPR000836	Phosphoribosyltransferase domain
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	Gene3D	G3DSA:3.40.50.2020	-	36	317	2.3E-80	T	24-06-2023	IPR029057	Phosphoribosyltransferase-like
JACQFO010000054.1_orf18322	4e445d788ce3019f364ba8dcae731751	324	SUPERFAMILY	SSF53271	PRTase-like	113	303	3.77E-38	T	24-06-2023	IPR029057	Phosphoribosyltransferase-like
JACQFO010000110.1_orf4094	df629a046f9ae20dc4ce75c3e5450c9c	122	MobiDBLite	mobidb-lite	consensus disorder prediction	1	62	-	T	24-06-2023	-	-
JACQFO010000080.1_orf25937	b8af792d063744a01dd2ee8051152c02	366	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	32	343	1.94E-14	T	24-06-2023	-	-
JACQFO010000080.1_orf25937	b8af792d063744a01dd2ee8051152c02	366	Pfam	PF04007	Protein of unknown function (DUF354)	19	331	2.9E-33	T	24-06-2023	IPR007152	Protein of unknown function DUF354
JACQFO010000080.1_orf25937	b8af792d063744a01dd2ee8051152c02	366	PANTHER	PTHR39662	-	18	359	3.3E-69	T	24-06-2023	IPR007152	Protein of unknown function DUF354
JACQFO010000109.1_orf5076	d30f34a9051c50e181de707d51ec186e	278	MobiDBLite	mobidb-lite	consensus disorder prediction	134	160	-	T	24-06-2023	-	-
JACQFO010000109.1_orf5076	d30f34a9051c50e181de707d51ec186e	278	MobiDBLite	mobidb-lite	consensus disorder prediction	110	163	-	T	24-06-2023	-	-
JACQFO010000085.1_orf41	aad70c93425587824edeb043ad8add48	201	MobiDBLite	mobidb-lite	consensus disorder prediction	83	106	-	T	24-06-2023	-	-
JACQFO010000085.1_orf41	aad70c93425587824edeb043ad8add48	201	Gene3D	G3DSA:1.10.8.140	-	124	201	6.1E-22	T	24-06-2023	IPR036883	PDCD5-like superfamily
JACQFO010000085.1_orf41	aad70c93425587824edeb043ad8add48	201	PANTHER	PTHR10840	PROGRAMMED CELL DEATH PROTEIN 5	112	198	6.2E-12	T	24-06-2023	IPR002836	PDCD5-like
JACQFO010000085.1_orf41	aad70c93425587824edeb043ad8add48	201	MobiDBLite	mobidb-lite	consensus disorder prediction	13	128	-	T	24-06-2023	-	-
JACQFO010000085.1_orf41	aad70c93425587824edeb043ad8add48	201	SUPERFAMILY	SSF46950	Double-stranded DNA-binding domain	113	200	4.71E-20	T	24-06-2023	IPR036883	PDCD5-like superfamily
JACQFO010000085.1_orf41	aad70c93425587824edeb043ad8add48	201	Pfam	PF01984	Double-stranded DNA-binding domain	103	198	1.1E-19	T	24-06-2023	IPR002836	PDCD5-like
JACQFO010000114.1_orf5372	065ddc9e9d1aa8e8cd1bf427a9e0f05d	342	Gene3D	G3DSA:3.20.20.410	Protein of unknown function UPF0759	72	323	1.2E-78	T	24-06-2023	IPR036520	UPF0759 superfamily
JACQFO010000114.1_orf5372	065ddc9e9d1aa8e8cd1bf427a9e0f05d	342	Pfam	PF01904	Protein of unknown function DUF72	98	320	2.0E-56	T	24-06-2023	IPR002763	Protein of unknown function DUF72
JACQFO010000114.1_orf5372	065ddc9e9d1aa8e8cd1bf427a9e0f05d	342	PANTHER	PTHR30348	UNCHARACTERIZED PROTEIN YECE	74	324	7.6E-68	T	24-06-2023	IPR002763	Protein of unknown function DUF72
JACQFO010000114.1_orf5372	065ddc9e9d1aa8e8cd1bf427a9e0f05d	342	SUPERFAMILY	SSF117396	TM1631-like	80	323	3.66E-70	T	24-06-2023	IPR036520	UPF0759 superfamily
JACQFO010000114.1_orf5372	065ddc9e9d1aa8e8cd1bf427a9e0f05d	342	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	24-06-2023	-	-
JACQFO010000111.1_orf6038	444628c9ae6e68e65c8b3a5dda1dc560	203	MobiDBLite	mobidb-lite	consensus disorder prediction	66	99	-	T	24-06-2023	-	-
JACQFO010000111.1_orf6038	444628c9ae6e68e65c8b3a5dda1dc560	203	MobiDBLite	mobidb-lite	consensus disorder prediction	19	50	-	T	24-06-2023	-	-
JACQFO010000003.1_orf20098	107b5ca4dc1fe5ff669fcce611393c1a	150	MobiDBLite	mobidb-lite	consensus disorder prediction	1	51	-	T	24-06-2023	-	-
JACQFO010000003.1_orf20098	107b5ca4dc1fe5ff669fcce611393c1a	150	MobiDBLite	mobidb-lite	consensus disorder prediction	112	130	-	T	24-06-2023	-	-
JACQFO010000003.1_orf20098	107b5ca4dc1fe5ff669fcce611393c1a	150	MobiDBLite	mobidb-lite	consensus disorder prediction	65	150	-	T	24-06-2023	-	-
JACQFO010000121.1_orf7537	f3a8f6910831bd393b3cc82822420e61	243	Gene3D	G3DSA:3.20.20.30	-	59	243	2.7E-44	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
JACQFO010000121.1_orf7537	f3a8f6910831bd393b3cc82822420e61	243	PANTHER	PTHR42847	ALKANESULFONATE MONOOXYGENASE	69	243	7.7E-32	T	24-06-2023	-	-
JACQFO010000121.1_orf7537	f3a8f6910831bd393b3cc82822420e61	243	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	24-06-2023	-	-
JACQFO010000121.1_orf7537	f3a8f6910831bd393b3cc82822420e61	243	Pfam	PF00296	Luciferase-like monooxygenase	73	243	2.3E-34	T	24-06-2023	IPR011251	Luciferase-like domain
JACQFO010000121.1_orf7537	f3a8f6910831bd393b3cc82822420e61	243	SUPERFAMILY	SSF51679	Bacterial luciferase-like	70	243	6.9E-40	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
JACQFO010000040.1_orf16591	99f3c122b71a8c119d0a661428157138	309	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	24-06-2023	-	-
JACQFO010000040.1_orf16591	99f3c122b71a8c119d0a661428157138	309	MobiDBLite	mobidb-lite	consensus disorder prediction	108	178	-	T	24-06-2023	-	-
JACQFO010000040.1_orf16591	99f3c122b71a8c119d0a661428157138	309	MobiDBLite	mobidb-lite	consensus disorder prediction	155	178	-	T	24-06-2023	-	-
JACQFO010000040.1_orf16591	99f3c122b71a8c119d0a661428157138	309	MobiDBLite	mobidb-lite	consensus disorder prediction	116	143	-	T	24-06-2023	-	-
JACQFO010000021.1_orf11904	db3b9868c924ba2287046d3fb85298c7	209	Pfam	PF06197	Protein of unknown function (DUF998)	23	197	1.2E-22	T	24-06-2023	IPR009339	Protein of unknown function DUF998
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	TIGRFAM	TIGR00290	MJ0570_dom: MJ0570-related uncharacterized domain	11	233	8.0E-64	T	24-06-2023	IPR002761	Diphthamide synthase domain
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	Gene3D	G3DSA:3.90.1490.10	-	150	236	2.1E-23	T	24-06-2023	-	-
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	SUPERFAMILY	SSF52402	Adenine nucleotide alpha hydrolases-like	11	232	9.92E-60	T	24-06-2023	-	-
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	Coils	Coil	Coil	76	96	-	T	24-06-2023	-	-
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	Gene3D	G3DSA:3.40.50.620	HUPs	7	149	3.2E-35	T	24-06-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	TIGRFAM	TIGR03679	arCOG00187: arCOG00187 universal archaeal metal-binding-domain/4Fe-4S-binding-domain containing ABC transporter, ATP-binding protein	14	229	5.1E-77	T	24-06-2023	IPR022427	Uncharacterised protein MJ0570, ATP-binding
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	PANTHER	PTHR12196	DOMAIN OF UNKNOWN FUNCTION 71  DUF71 -CONTAINING PROTEIN	12	235	1.9E-47	T	24-06-2023	IPR030662	Diphthine--ammonia ligase/Uncharacterised protein MJ0570
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	Pfam	PF01902	Diphthamide synthase	11	230	2.2E-64	T	24-06-2023	IPR002761	Diphthamide synthase domain
JACQFO010000034.1_orf14511	88dc4f6b1cbfcf6d91dc00806d5b294d	236	CDD	cd01994	Alpha_ANH_like_IV	11	205	5.9999E-79	T	24-06-2023	IPR002761	Diphthamide synthase domain
JACQFO010000024.1_orf12448	9313e18774f0ada6602bcca2fca378a6	311	MobiDBLite	mobidb-lite	consensus disorder prediction	242	278	-	T	24-06-2023	-	-
JACQFO010000024.1_orf12448	9313e18774f0ada6602bcca2fca378a6	311	MobiDBLite	mobidb-lite	consensus disorder prediction	164	311	-	T	24-06-2023	-	-
JACQFO010000024.1_orf12448	9313e18774f0ada6602bcca2fca378a6	311	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	24-06-2023	-	-
JACQFO010000024.1_orf12448	9313e18774f0ada6602bcca2fca378a6	311	MobiDBLite	mobidb-lite	consensus disorder prediction	164	200	-	T	24-06-2023	-	-
JACQFO010000024.1_orf12448	9313e18774f0ada6602bcca2fca378a6	311	MobiDBLite	mobidb-lite	consensus disorder prediction	295	311	-	T	24-06-2023	-	-
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	PANTHER	PTHR10572	3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE	38	392	9.6E-69	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	SUPERFAMILY	SSF55035	NAD-binding domain of HMG-CoA reductase	121	228	4.71E-30	T	24-06-2023	IPR009023	Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding domain superfamily
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	CDD	cd00644	HMG-CoA_reductase_classII	18	429	0.0	T	24-06-2023	IPR004553	Hydroxymethylglutaryl-CoA reductase, bacterial-type
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	Coils	Coil	Coil	412	432	-	T	24-06-2023	-	-
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	Pfam	PF00368	Hydroxymethylglutaryl-coenzyme A reductase	25	390	1.3E-110	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	PRINTS	PR00071	Hydroxymethylglutaryl-coenzyme A reductase signature	183	201	8.2E-9	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	PRINTS	PR00071	Hydroxymethylglutaryl-coenzyme A reductase signature	317	338	8.2E-9	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	PRINTS	PR00071	Hydroxymethylglutaryl-coenzyme A reductase signature	87	107	8.2E-9	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	PRINTS	PR00071	Hydroxymethylglutaryl-coenzyme A reductase signature	60	81	8.2E-9	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	TIGRFAM	TIGR00532	HMG_CoA_R_NAD: hydroxymethylglutaryl-CoA reductase, degradative	7	390	4.6E-148	T	24-06-2023	IPR004553	Hydroxymethylglutaryl-CoA reductase, bacterial-type
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	Gene3D	G3DSA:3.90.770.10	-	14	137	1.2E-33	T	24-06-2023	IPR023074	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain superfamily
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	Gene3D	G3DSA:3.90.770.10	-	138	379	2.0E-74	T	24-06-2023	IPR023074	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain superfamily
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	ProSitePatterns	PS01192	Hydroxymethylglutaryl-coenzyme A reductases signature 3.	375	388	-	T	24-06-2023	IPR023076	Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	ProSiteProfiles	PS50065	Hydroxymethylglutaryl-coenzyme A reductases family profile.	24	389	33.091255	T	24-06-2023	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	SUPERFAMILY	SSF56542	Substrate-binding domain of HMG-CoA reductase	17	431	1.7E-102	T	24-06-2023	IPR009029	Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding domain superfamily
JACQFO010000122.1_orf7246	e6c7fe5c17c624e1a279fe2130ca120c	435	Gene3D	G3DSA:1.10.8.660	-	380	429	8.1E-22	T	24-06-2023	-	-
JACQFO010000061.1_orf19685	3d51e6ee5e350973853e55b39a7a70dd	285	MobiDBLite	mobidb-lite	consensus disorder prediction	46	91	-	T	24-06-2023	-	-
JACQFO010000061.1_orf19685	3d51e6ee5e350973853e55b39a7a70dd	285	MobiDBLite	mobidb-lite	consensus disorder prediction	1	104	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	CDD	cd02204	PurL_repeat2	105	371	1.21912E-92	T	24-06-2023	-	-
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	Pfam	PF00586	AIR synthase related protein, N-terminal domain	105	222	7.5E-23	T	24-06-2023	IPR016188	PurM-like, N-terminal domain
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	Pfam	PF02769	AIR synthase related protein, C-terminal domain	237	374	1.2E-13	T	24-06-2023	IPR010918	PurM-like, C-terminal domain
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	SUPERFAMILY	SSF56042	PurM C-terminal domain-like	233	405	2.36E-33	T	24-06-2023	IPR036676	PurM-like, C-terminal domain superfamily
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	SUPERFAMILY	SSF55326	PurM N-terminal domain-like	63	226	9.94E-47	T	24-06-2023	IPR036921	PurM-like, N-terminal domain superfamily
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	SUPERFAMILY	SSF56042	PurM C-terminal domain-like	2	89	1.64E-11	T	24-06-2023	IPR036676	PurM-like, C-terminal domain superfamily
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	Gene3D	G3DSA:3.90.650.10	-	1	47	1.1E-6	T	24-06-2023	IPR036676	PurM-like, C-terminal domain superfamily
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	Hamap	MF_00420	Phosphoribosylformylglycinamidine synthase subunit PurL [purL].	1	406	114.838425	T	24-06-2023	IPR010074	Phosphoribosylformylglycinamidine subunit PurL
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	Gene3D	G3DSA:3.90.650.10	-	230	406	1.7E-43	T	24-06-2023	IPR036676	PurM-like, C-terminal domain superfamily
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	Gene3D	G3DSA:3.30.1330.10	-	50	226	2.2E-56	T	24-06-2023	IPR036921	PurM-like, N-terminal domain superfamily
JACQFO010000013.1_orf20237	9c09dda14194ac69038bfb43bf440221	406	PANTHER	PTHR43555	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE SUBUNIT PURL	2	405	3.4E-112	T	24-06-2023	IPR010074	Phosphoribosylformylglycinamidine subunit PurL
JACQFO010000092.1_orf455	a88a24269e0575defb5b433260e83067	364	MobiDBLite	mobidb-lite	consensus disorder prediction	11	33	-	T	24-06-2023	-	-
JACQFO010000092.1_orf455	a88a24269e0575defb5b433260e83067	364	MobiDBLite	mobidb-lite	consensus disorder prediction	1	44	-	T	24-06-2023	-	-
JACQFO010000113.1_orf5981	3dc9484ab748b5b6120ecb63eaf50652	477	SUPERFAMILY	SSF81301	Nucleotidyltransferase	264	316	3.49E-5	T	24-06-2023	IPR043519	Nucleotidyltransferase superfamily
JACQFO010000113.1_orf5981	3dc9484ab748b5b6120ecb63eaf50652	477	MobiDBLite	mobidb-lite	consensus disorder prediction	1	242	-	T	24-06-2023	-	-
JACQFO010000113.1_orf5981	3dc9484ab748b5b6120ecb63eaf50652	477	MobiDBLite	mobidb-lite	consensus disorder prediction	75	153	-	T	24-06-2023	-	-
JACQFO010000113.1_orf5981	3dc9484ab748b5b6120ecb63eaf50652	477	MobiDBLite	mobidb-lite	consensus disorder prediction	10	25	-	T	24-06-2023	-	-
JACQFO010000113.1_orf5981	3dc9484ab748b5b6120ecb63eaf50652	477	MobiDBLite	mobidb-lite	consensus disorder prediction	168	202	-	T	24-06-2023	-	-
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	MobiDBLite	mobidb-lite	consensus disorder prediction	60	91	-	T	24-06-2023	-	-
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	Pfam	PF08423	Rad51	234	277	2.3E-5	T	24-06-2023	IPR013632	DNA recombination and repair protein Rad51-like, C-terminal
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	Pfam	PF08423	Rad51	428	516	5.3E-7	T	24-06-2023	IPR013632	DNA recombination and repair protein Rad51-like, C-terminal
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	232	515	2.13E-18	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	Gene3D	G3DSA:3.40.50.300	-	228	564	1.8E-29	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	MobiDBLite	mobidb-lite	consensus disorder prediction	518	537	-	T	24-06-2023	-	-
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	PANTHER	PTHR22942	RECA/RAD51/RADA DNA STRAND-PAIRING FAMILY MEMBER	232	319	2.3E-17	T	24-06-2023	-	-
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	24-06-2023	-	-
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	MobiDBLite	mobidb-lite	consensus disorder prediction	517	537	-	T	24-06-2023	-	-
JACQFO010000025.1_orf12084	6c3ce892e9f44000d6c21a601547baba	564	MobiDBLite	mobidb-lite	consensus disorder prediction	106	210	-	T	24-06-2023	-	-
