L1	L2	L3	KO	Function	EC	Count
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism [PATH:ko00740]	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	3.5.4.26 1.1.1.193	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	3.5.4.26 1.1.1.193	1
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K11936	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase	2.4.1.-	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K11936	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase	2.4.1.-	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K12368	dppA; dipeptide transport system substrate-binding protein		1
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K12368	dppA; dipeptide transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K12368	dppA; dipeptide transport system substrate-binding protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K12369	dppB; dipeptide transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K12369	dppB; dipeptide transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system [BR:ko02044]	K12510	tadB; tight adherence protein B		1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase	3.5.4.31 3.5.4.28	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K13075	ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase	3.1.1.81	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K13788	pta; phosphate acetyltransferase	2.3.1.8	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K13788	pta; phosphate acetyltransferase	2.3.1.8	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K13788	pta; phosphate acetyltransferase	2.3.1.8	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K13788	pta; phosphate acetyltransferase	2.3.1.8	1
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K13788	pta; phosphate acetyltransferase	2.3.1.8	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K13896	yejF; microcin C transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K13896	yejF; microcin C transport system ATP-binding protein		1
Not Included in Pathway or Brite	Unclassified: genetic information processing	Replication and repair	K14059	int; integrase		1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K14647	vpr; minor extracellular serine protease Vpr	3.4.21.-	1
Brite Hierarchies	Protein families: genetic information processing	Chaperones and folding catalysts [BR:ko03110]	K14647	vpr; minor extracellular serine protease Vpr	3.4.21.-	1
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism [PATH:ko00740]	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II	4.1.99.12 3.5.4.25	1
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II	4.1.99.12 3.5.4.25	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K15510	fgd1; coenzyme F420-dependent glucose-6-phosphate dehydrogenase	1.1.98.2	1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15973	mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor		1
Not Included in Pathway or Brite	Unclassified: metabolism	Others	K15977	K15977; putative oxidoreductase		1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K16150	K16150; glycogen synthase	2.4.1.11	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K16150	K16150; glycogen synthase	2.4.1.11	1
Not Included in Pathway or Brite	Unclassified: metabolism	Glycan metabolism	K16567	exoQ; exopolysaccharide production protein ExoQ		1
Not Included in Pathway or Brite	Unclassified: metabolism	Glycan metabolism	K16568	exoZ; exopolysaccharide production protein ExoZ		1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K16702	amsE; amylovoran biosynthesis glycosyltransferase AmsE	2.4.-.-	1
Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	K16870	wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	2.4.1.289	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K16870	wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	2.4.1.289	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K18104	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA	7.6.2.2	1
Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance [PATH:ko01501]	K18104	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA	7.6.2.2	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K18104	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA	7.6.2.2	1
Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K18104	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA	7.6.2.2	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K18336	lra6; 2,4-didehydro-3-deoxy-L-rhamnonate hydrolase	3.7.1.26	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K18425	dhaa; 3-hydroxy-D-aspartate aldolase	4.1.3.41	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K18455	mca; mycothiol S-conjugate amidase	3.5.1.115	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K18887	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K18887	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K18888	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K18888	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18955	whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator		1
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K19065	mobA; 3-hydroxybenzoate 4-monooxygenase	1.14.13.23	1
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K19065	mobA; 3-hydroxybenzoate 4-monooxygenase	1.14.13.23	1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator		1
Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K20469	K20469; putative heme transporter		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K20539	blcR; IclR family transcriptional regulator, blcABC operon repressor		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20539	blcR; IclR family transcriptional regulator, blcABC operon repressor		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K20989	DUR3; urea-proton symporter		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21962	acnR; TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22108	kstR2; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator		1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K22124	GLIT, ACLT; gliotoxin/aspirochlorine biosynthesis thioredoxin reductase	1.8.1.-	1
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Cell motility	K22221	K22221; HEAT repeat-containing taxis protein		1
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K22270	nagX; 3-hydroxybenzoate 6-monooxygenase	1.14.13.24	1
Not Included in Pathway or Brite	Unclassified: metabolism	Glycan metabolism	K22907	ppgS; polyprenyl-phospho-N-acetylgalactosaminyl synthase		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23466	tgnR; GntR family transcriptional regulator, trigonelline degradation regulator		1
Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	K23490	CYB5; cytochrome b5		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K23535	nupB; general nucleoside transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23535	nupB; general nucleoside transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K23536	nupC; general nucleoside transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23536	nupC; general nucleoside transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K23537	nupA; general nucleoside transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23537	nupA; general nucleoside transport system ATP-binding protein		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23778	rcdA; TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response		1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K23842	lpdA; NAD(P)H dehydrogenase (quinone)	1.6.5.2	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K23987	rfbCD, rmlCD; dTDP-4-dehydrorhamnose 3,5-epimerase/reductase	5.1.3.13 1.1.1.133	1
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K23987	rfbCD, rmlCD; dTDP-4-dehydrorhamnose 3,5-epimerase/reductase	5.1.3.13 1.1.1.133	1
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K23987	rfbCD, rmlCD; dTDP-4-dehydrorhamnose 3,5-epimerase/reductase	5.1.3.13 1.1.1.133	1
