L1	L2	ID	Function	Gene
FUSIDIC ACID	FUSIDIC ACID	NF000340.1	FusB family fusidic acid resistance EF-G-binding protein	fusB
FUSIDIC ACID	FUSIDIC ACID	NF000341.1	FusC family fusidic acid resistance EF-G-binding protein	fusC
FUSIDIC ACID	FUSIDIC ACID	NF000460.1	FusD family fusidic acid resistance EF-G-binding protein	fusD
FUSIDIC ACID	FUSIDIC ACID	NF000503.1	fusidic acid resistance EF-G-binding protein FusF	fusF
FUSIDIC ACID	FUSIDIC ACID	NF000157.1	fusidic acid esterase FusH	fusH
AMINOGLYCOSIDE	GENTAMICIN	NF038208.1	Gar/GrdA family gentamicin resistance ATP-binding protein	gar
RIFAMYCIN	RIFAMYCIN	NF041254.1	RNA polymerase recycling motor ATPase HelR	helR
RIFAMYCIN	RIFAMPIN	NF000343.1	rifampin monooxygenase Iri	iri
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000363.1	16S rRNA (adenine(1408)-N(1))-methyltransferase KamB	kamB
LINCOSAMIDE	LINCOSAMIDE	NF000236.1	lincosamide nucleotidyltransferase Lnu(A)	lnu(A)
LINCOSAMIDE	LINCOSAMIDE	NF000153.1	lincosamide nucleotidyltransferase Lnu(AN2)	lnu(AN2)
LINCOSAMIDE	LINCOSAMIDE	NF000235.3	lincosamide nucleotidyltransferase Lnu(B)	lnu(B)
LINCOSAMIDE	LINCOSAMIDE	NF000141.1	lincosamide nucleotidyltransferase Lnu(C)	lnu(C)
LINCOSAMIDE	LINCOSAMIDE	NF000017.1	lincosamide nucleotidyltransferase Lnu(D)	lnu(D)
LINCOSAMIDE	LINCOSAMIDE	NF000478.2	lincosamide nucleotidyltransferase Lnu(E)	lnu(E)
LINCOSAMIDE	LINCOSAMIDE	NF000119.1	lincosamide nucleotidyltransferase Lnu(F)	lnu(F)
LINCOSAMIDE	LINCOSAMIDE	NF033182.0	lincosamide nucleotidyltransferase Lnu(G)	lnu(G)
LINCOSAMIDE	LINCOSAMIDE	NF040958.1	lincosamide nucleotidyltransferase Lnu(H)	lnu(H)
LINCOSAMIDE	LINCOSAMIDE	NF000061.1	lincosamide nucleotidyltransferase Lnu(P)	lnu(P)
LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	NF000167.1	Lsa family ABC-F type ribosomal protection protein	lsa
COLISTIN	COLISTIN	NF000465.1	MCR-1 family phosphoethanolamine--lipid A transferase	mcr-1
COLISTIN	COLISTIN	NF033862.2	MCR-10 family phosphoethanolamine--lipid A transferase	mcr-10
COLISTIN	COLISTIN	NF012159.0	MCR-2 family phosphoethanolamine--lipid A transferase	mcr-2
COLISTIN	COLISTIN	NF033408.5	MCR-3 family phosphoethanolamine--lipid A transferase	mcr-3
COLISTIN	COLISTIN	NF033409.0	MCR-3-related phosphoethanolamine--lipid A transferase	mcr-3
COLISTIN	COLISTIN	NF033462.1	MCR-4 family phosphoethanolamine--lipid A transferase	mcr-4
COLISTIN	COLISTIN	NF033463.1	MCR-5 family phosphoethanolamine--lipid A transferase	mcr-5
COLISTIN	COLISTIN	NF033670.1	MCR-6 family phosphoethanolamine--lipid A transferase	mcr-6
COLISTIN	COLISTIN	NF033671.1	MCR-7 family phosphoethanolamine--lipid A transferase	mcr-7
COLISTIN	COLISTIN	NF033669.1	MCR-8 family phosphoethanolamine--lipid A transferase	mcr-8
COLISTIN	COLISTIN	NF033836.1	MCR-9 family phosphoethanolamine--lipid A transferase	mcr-9
BETA-LACTAM	METHICILLIN	NF000237.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase	mec
BETA-LACTAM	METHICILLIN	NF000409.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	mecA
BETA-LACTAM	METHICILLIN	NF000410.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1	mecA1
BETA-LACTAM	METHICILLIN	NF000408.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2	mecA2
BETA-LACTAM	METHICILLIN	NF000406.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB	mecB
BETA-LACTAM	METHICILLIN	NF000407.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC	mecC
BETA-LACTAM	METHICILLIN	NF033378.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecD	mecD
BETA-LACTAM	METHICILLIN	NF000243.1	mecA-type methicillin resistance repressor MecI	mecI
BETA-LACTAM	METHICILLIN	NF000244.1	mecC-type methicillin resistance repressor MecI	mecI
BETA-LACTAM	METHICILLIN	NF033109.1	beta-lactam sensor/signal transducer MecR1	mecR1
MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	NF000245.1	macrolide efflux MFS transporter Mef(A)	mef(A)
MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	NF000051.1	macrolide efflux MFS transporter Mef(B)	mef(B)
MACROLIDE	ERYTHROMYCIN	NF000246.1	macrolide efflux MFS transporter Mef(C)	mef(C)
MACROLIDE	MACROLIDE	NF000154.1	macrolide efflux MFS transporter Mef(En2)	mef(En2)
TETRACYCLINE	TIGECYCLINE	NF000131.1	multidrug efflux MATE transporter MepA	mepA
MERCURY	MERCURY	TIGR02053.1	mercury(II) reductase	merA
MERCURY	ORGANOMERCURY	NF033555.1	organomercurial lyase MerB	merB
MERCURY	ORGANOMERCURY	NF033784.1	organomercurial transporter MerC	merC
MERCURY	MERCURY	NF033783.1	mercury resistance co-regulator MerD	merD
MERCURY	MERCURY	NF010310.2	broad-spectrum mercury transporter MerE	merE
MERCURY	MERCURY	NF033565.0	mercury resistance system transport protein MerF	merF
MERCURY	PHENYLMERCURY	NF033786.1	phenylmercury resistance protein MerG	merG
MERCURY	MERCURY	TIGR02052.1	mercury resistance system periplasmic binding protein MerP	merP
MERCURY	MERCURY	NF010315.0	Hg(II)-responsive transcriptional regulator	merR
MERCURY	MERCURY	NF033560.1	mercuric transport protein MerT	merT
EFFLUX	EFFLUX	NF033834.1	multidrug efflux RND transporter periplasmic adaptor subunit MexA	mexA
EFFLUX	EFFLUX	NF000249.1	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	mexE
MACROLIDE	ERYTHROMYCIN/TYLOSIN	NF033129.1	macrolide-inactivating glycosyltransferase	mgt
MACROLIDE	MACROLIDE	NF000241.1	Mph(E)/Mph(G) family macrolide 2'-phosphotransferase	mph
MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	NF000254.1	Mph(A) family macrolide 2'-phosphotransferase	mph(A)
MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	NF000242.2	Mph(B) family macrolide 2'-phosphotransferase	mph(B)
MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	NF000240.1	Mph(C) family macrolide 2'-phosphotransferase	mph(C)
MACROLIDE	ERYTHROMYCIN	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase	mph(E)
MACROLIDE	ERYTHROMYCIN	NF000255.1	Mph(F) family macrolide 2'-phosphotransferase	mph(F)
MACROLIDE	MACROLIDE	NF038057.1	macrolide 2'-phosphotransferase MphL	mphL
MACROLIDE	MACROLIDE	NF038056.1	macrolide 2'-phosphotransferase MphM	mphM
MACROLIDE	MACROLIDE	NF000168.1	Msr family ABC-F type ribosomal protection protein	msr
MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	NF000256.1	ABC-F type ribosomal protection protein Msr(A)	msr(A)
MUPIROCIN	MUPIROCIN	NF000257.1	mupirocin-resistant isoleucine--tRNA ligase MupA	mupA
MUPIROCIN	MUPIROCIN	NF000258.1	mupirocin-resistant isoleucine--tRNA ligase MupB	mupB
MACROLIDE	TYLOSIN	NF000476.1	23S rRNA (guanine(748)-N(1))-methyltransferase MyrA	myrA
NITROIMIDAZOLE	NITROIMIDAZOLE	NF000261.1	NimABCDEF family 5-nitroimidazole reductase	nim
NITROIMIDAZOLE	NITROIMIDAZOLE	NF000262.1	NimIJ family nitroimidazole resistance protein	nimIJ
EFFLUX	EFFLUX	NF000263.1	multidrug efflux MATE transporter NorM	norM
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000030.1	16S rRNA (adenine(1408)-N(1))-methyltransferase NpmA	npmA
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF040634.1	16S rRNA (adenine(1408)-N(1))-methyltransferase NpmB	npmB
THIOSTREPTON	THIOSTREPTON	NF000035.1	NshR family nosiheptide/thiostrepton resistance 23S rRNA methyltransferase	nshR
THIOSTREPTON	THIOSTREPTON	NF000477.1	NshR/TsnR family 23S rRNA methyltransferase	nshR
MACROLIDE	OLEANDOMYCIN	NF000362.1	OleI family self-immunity macrolide glycosyltransferase	oleI
PHENICOL/OXAZOLIDINONE	FLORFENICOL/OXAZOLIDINONE	NF000514.1	ABC-F type ribosomal protection protein OptrA	optrA
PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	NF000272.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	oqxA
PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	NF000037.1	multidrug efflux RND transporter permease subunit OqxB	oqxB
TETRACYCLINE	TETRACYCLINE	NF000120.3	tetracycline resistance ribosomal protection protein Otr(A)	otr(A)
TETRACYCLINE	TETRACYCLINE	NF000095.1	oxytetracycline resistance efflux MFS transporter OtrB	otr(B)
PHENICOL	PHENICOL	NF000072.1	phenicol efflux MFS transporter PexA	pexA
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000089.1	QacA/B family quaternary ammonium compound efflux MFS transporter	qac
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF033137.0	Qac family quaternary ammonium compound efflux SMR transporter	qac
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000148.1	Qac-pB8 family quaternary ammonium compound efflux SMR transporter	qac
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000384.1	QacCGHJ group quaternary ammonium compound efflux SMR transporter	qac
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000067.2	quaternary ammonium compound efflux SMR transporter QacL	qac
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000023.1	quaternary ammonium compound efflux SMR transporter QacC	qacC
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000276.2	quaternary ammonium compound efflux SMR transporter QacE	qacE
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000277.1	quaternary ammonium compound efflux SMR transporter QacG	qacG
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000278.1	quaternary ammonium compound efflux SMR transporter QacG2	qacG2
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000279.1	quaternary ammonium compound efflux SMR transporter QacH	qacH
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF012170.0	quaternary ammonium compound efflux SMR transporter QacJ	qacJ
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF033136.1	quaternary ammonium compound efflux SMR transporter QacK	qacK
QUINOLONE	QUINOLONE	NF012169.0	fluoroquinolone efflux MFS transporter QepA	qepA
QUINOLONE	QUINOLONE	NF000071.4	QnrA family quinolone resistance pentapeptide repeat protein	qnrA
QUINOLONE	QUINOLONE	NF012151.0	QnrAS family quinolone resistance pentapeptide repeat protein	qnrAS
QUINOLONE	QUINOLONE	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein	qnrB
QUINOLONE	QUINOLONE	NF012152.0	QnrC family quinolone resistance pentapeptide repeat protein	qnrC
QUINOLONE	QUINOLONE	NF000139.2	QnrD family quinolone resistance pentapeptide repeat protein	qnrD
QUINOLONE	QUINOLONE	NF033375.2	QnrE family quinolone resistance pentapeptide repeat protein	qnrE
QUINOLONE	QUINOLONE	NF000056.3	QnrS family quinolone resistance pentapeptide repeat protein	qnrS
QUINOLONE	QUINOLONE	NF000421.1	QnrVC family quinolone resistance pentapeptide repeat protein	qnrVC
RIFAMYCIN	RIFAMYCIN	NF000354.1	rifamycin-inactivating glycosyltransferase Rgt	rgt
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmt
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF033209.1	RmtB family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtB
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000150.1	RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtC
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000007.1	RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtD
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000069.1	RmtE family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtE
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000113.1	RmtF family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtF
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000114.1	RmtG family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtG
AMINOGLYCOSIDE	AMINOGLYCOSIDE	NF000116.1	RmtH family 16S rRNA (guanine(1405)-N(7))-methyltransferase	rmtH
RIFAMYCIN	RIFAMPIN	NF033145.1	rifampin monooxygenase	rox
RIFAMYCIN	RIFAMYCIN	NF000283.1	rifamycin-inactivating phosphotransferase Rph	rph
LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	NF000169.2	Sal family ABC-F type ribosomal protection protein	sal
STREPTOTHRICIN	STREPTOTHRICIN	NF000358.1	streptothricin N-acetyltransferase Sat2	sat2
STREPTOTHRICIN	STREPTOTHRICIN	NF000359.1	streptothricin N-acetyltransferase Sat3	sat3
STREPTOTHRICIN	STREPTOTHRICIN	NF000360.1	streptothricin N-acetyltransferase Sat4	sat4
		NF033423.1	intimin-like inverse autotransporter SinH	sinH
QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	NF000280.1	multidrug efflux SMR transporter Smr	smr
		NF037973.1	lipoprotein metalloprotease SslE	sslE
STREPTOTHRICIN	STREPTOTHRICIN	NF000487.1	streptothricin N-acetyltransferase STAT	sta
AMINOGLYCOSIDE	STREPTOMYCIN	NF000062.1	streptomycin adenylyltransferase Str	str
STX1	STX1	NF033658.1	Shiga toxin Stx1 subunit A	stxA1
STX1	STX1A	NF041694.1	Shiga toxin Stx1a subunit A	stxA1a
STX1	STX1C	NF041693.1	Shiga toxin Stx1c subunit A	stxA1c
STX1	STX1D	NF041695.1	Shiga toxin Stx1d subunit A	stxA1d
STX1	STX1E	NF041696.1	Shiga toxin Stx1e subunit A	stxA1e
STX2	STX2	NF033661.1	Shiga toxin Stx2 subunit A	stxA2
STX2	STX2	NF041702.1	Shiga toxin Stx2 subunit A, a/c/d subtype	stxA2
STX2	STX2	NF041703.1	Shiga toxin Stx2 subunit A, e/i/l/k subtype	stxA2
STX2	STX2B	NF041688.1	Shiga toxin Stx2b subunit A	stxA2b
STX2	STX2F	NF041687.1	Shiga toxin Stx2f subunit A	stxA2f
STX2	STX2G	NF041690.1	Shiga toxin Stx2g subunit A	stxA2g
STX2	STX2J	NF041689.1	Shiga toxin Stx2j subunit A	stxA2j
STX1	STX1	NF033659.0	Shiga toxin Stx1 subunit B	stxB1
STX1	STX1A	NF041697.1	Shiga toxin Stx1a subunit B	stxB1a
STX1	STX1C	NF041698.1	Shiga toxin Stx1c subunit B	stxB1c
STX1	STX1D	NF041699.1	Shiga toxin Stx1d subunit B	stxB1d
STX1	STX1E	NF041700.1	Shiga toxin Stx1e subunit B	stxB1e
STX2	STX2	NF033660.0	Shiga toxin Stx2 subunit B	stxB2
STX2	STX2B	NF041691.1	Shiga toxin Stx2b subunit B	stxB2b
STX2	STX2E	NF041704.1	Shiga toxin Stx2e subunit B	stxB2e
STX2	STX2F	NF041692.1	Shiga toxin Stx2f subunit B	stxB2f
STX2	STX2O	NF041701.1	Shiga toxin Stx2o subunit B	stxB2o
SULFONAMIDE	SULFONAMIDE	NF000294.1	sulfonamide-resistant dihydropteroate synthase Sul1	sul1
SULFONAMIDE	SULFONAMIDE	NF000295.1	sulfonamide-resistant dihydropteroate synthase Sul2	sul2
SULFONAMIDE	SULFONAMIDE	NF000296.1	sulfonamide-resistant dihydropteroate synthase Sul3	sul3
SULFONAMIDE	SULFONAMIDE	NF033502.0	sulfonamide-resistant dihydropteroate synthase Sul4	sul4
TETRACENOMYCIN	TETRACENOMYCIN	NF000025.1	tetracenomycin C efflux MFS transporter	tcmA
TETRACYCLINE	TETRACYCLINE	NF000009.1	tetracycline efflux MFS transporter Tcr3	tcr3
TETRACYCLINE	TETRACYCLINE	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	tet
TETRACYCLINE	TETRACYCLINE	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	tet
TETRACYCLINE	TETRACYCLINE	NF012175.1	Tet(L)/Tet(K)/Tet(45) family tetracycline efflux MFS transporter	tet
TETRACYCLINE	TETRACYCLINE	NF033476.1	tetracycline destructase	tet
TETRACYCLINE	TETRACYCLINE	NF012153.1	tetracycline resistance ribosomal protection protein	tet
TETRACYCLINE	TETRACYCLINE	NF045486.1	tetracycline efflux MFS transporter Tet(30)	tet(30)
TETRACYCLINE	TETRACYCLINE	NF000014.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	tet(34)
TETRACYCLINE	TETRACYCLINE	NF000013.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	tet(35)
TETRACYCLINE	TETRACYCLINE	NF000059.1	tetracycline resistance NADPH-dependent oxidoreductase Tet(37)	tet(37)
TETRACYCLINE	TETRACYCLINE	NF012176.0	tetracycline efflux MFS transporter Tet(38)	tet(38)
TETRACYCLINE	TETRACYCLINE	NF000049.1	tetracycline efflux MFS transporter Tet(40)	tet(40)
TETRACYCLINE	TETRACYCLINE	NF012177.1	tetracycline efflux MFS transporter Tet(42)	tet(42)
TETRACYCLINE	TETRACYCLINE	NF012180.1	tetracycline efflux MFS transporter Tet(43)	tet(43)
TETRACYCLINE	TETRACYCLINE	NF012184.0	tetracycline efflux MFS transporter Tet(45)	tet(45)
TETRACYCLINE	TETRACYCLINE	NF045488.1	tetracycline efflux MFS transporter Tet(62)	tet(62)
TETRACYCLINE	TETRACYCLINE	NF012193.0	tetracycline efflux MFS transporter Tet(A)	tet(A)
TETRACYCLINE	TETRACYCLINE	NF012190.1	tetracycline efflux MFS transporter Tet(B)	tet(B)
TETRACYCLINE	TETRACYCLINE	NF012191.0	tetracycline efflux MFS transporter Tet(C)	tet(C)
TETRACYCLINE	TETRACYCLINE	NF012186.0	tetracycline efflux MFS transporter Tet(D)	tet(D)
TETRACYCLINE	TETRACYCLINE	NF012187.0	tetracycline efflux MFS transporter Tet(E)	tet(E)
TETRACYCLINE	TETRACYCLINE	NF012192.0	tetracycline efflux MFS transporter Tet(G)	tet(G)
TETRACYCLINE	TETRACYCLINE	NF012195.0	tetracycline efflux MFS transporter Tet(H)	tet(H)
TETRACYCLINE	TETRACYCLINE	NF012207.0	Tet(H)/Tet(J) family tetracycline efflux MFS transporter	tet(H-J)
TETRACYCLINE	TETRACYCLINE	NF012194.0	tetracycline efflux MFS transporter Tet(J)	tet(J)
TETRACYCLINE	TETRACYCLINE	NF012183.0	tetracycline efflux MFS transporter Tet(K)	tet(K)
TETRACYCLINE	TETRACYCLINE	NF012185.0	tetracycline efflux MFS transporter Tet(L)	tet(L)
TETRACYCLINE	TETRACYCLINE	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)	tet(M)
TETRACYCLINE	TETRACYCLINE	NF012154.0	tetracycline resistance ribosomal protection protein Tet(Q)	tet(Q)
TETRACYCLINE	TETRACYCLINE	NF012178.0	tetracycline efflux MFS transporter Tet(V)	tet(V)
TETRACYCLINE	TETRACYCLINE	NF033111.2	tetracycline-inactivating monooxygenase Tet(X)	tet(X)
TETRACYCLINE	TETRACYCLINE	NF012188.1	tetracycline efflux MFS transporter Tet(Y)	tet(Y)
TETRACYCLINE	TETRACYCLINE	NF000506.1	tetracycline efflux ABC transporter TetAB subunit A	tetA
TETRACYCLINE	TETRACYCLINE	NF000474.1	tetracycline efflux ABC transporter Tet(46) subunit A	tetA(46)
TETRACYCLINE	TETRACYCLINE	NF000043.1	tetracycline efflux MFS transporter TetA(P)	tetA(P)
TETRACYCLINE	TETRACYCLINE	NF000103.1	tetracycline efflux ABC transporter TetAB subunit B	tetB
TETRACYCLINE	TETRACYCLINE	NF000475.1	tetracycline efflux ABC transporter Tet(46) subunit B	tetB(46)
		NF033637.1	type III secretion system LEE translocated intimin receptor Tir	tir
BLEOMYCIN	BLEOMYCIN	NF000485.1	bleomycin family antibiotic N-acetyltransferase TlmB	tlmB
GLYCOPEPTIDE	VANCOMYCIN	NF012217.1	D-alanine--(R)-lactate ligase VanA	vanA
GLYCOPEPTIDE	VANCOMYCIN	NF000206.1	D-alanine--(R)-lactate ligase	vanA
GLYCOPEPTIDE	VANCOMYCIN	NF000092.1	D-alanine--(R)-lactate ligase VanA-Ao2	vanA-Ao2
GLYCOPEPTIDE	VANCOMYCIN	NF000129.1	D-alanine--(R)-lactate ligase VanA-Sc	vanA-Sc
GLYCOPEPTIDE	VANCOMYCIN	NF012216.1	D-alanine--(R)-lactate ligase VanB	vanB
GLYCOPEPTIDE	VANCOMYCIN	NF012214.1	D-alanine--D-serine ligase VanC	vanC
GLYCOPEPTIDE	VANCOMYCIN	NF000207.3	D-alanine--D-serine ligase	vanC
GLYCOPEPTIDE	VANCOMYCIN	NF012213.0	D-alanine--D-serine ligase VanC1	vanC1
GLYCOPEPTIDE	VANCOMYCIN	NF012215.1	D-alanine--(R)-lactate ligase VanD	vanD
GLYCOPEPTIDE	VANCOMYCIN	NF000036.1	D-alanine--D-serine ligase VanE	vanE
GLYCOPEPTIDE	VANCOMYCIN	NF000144.1	D-alanine--(R)-lactate ligase VanF	vanF
GLYCOPEPTIDE	VANCOMYCIN	NF000091.3	D-alanine--D-serine ligase VanG	vanG
GLYCOPEPTIDE	VANCOMYCIN	NF000492.1	D-lactate dehydrogenase VanH	vanH
GLYCOPEPTIDE	VANCOMYCIN	NF000112.1	VanH-AOV family D-lactate dehydrogenase	vanH
GLYCOPEPTIDE	VANCOMYCIN	NF000371.1	VanH-A/VanH-Pt family D-lactate dehydrogenase	vanH
GLYCOPEPTIDE	VANCOMYCIN	NF000151.1	D-lactate dehydrogenase VanH-Ac1	vanH-Ac1
GLYCOPEPTIDE	VANCOMYCIN	NF000004.1	D-lactate dehydrogenase VanH-D	vanH-D
GLYCOPEPTIDE	VANCOMYCIN	NF000128.1	D-lactate dehydrogenase VanH-Sc	vanH-Sc
GLYCOPEPTIDE	VANCOMYCIN	NF000372.1	D-alanine--(R)-lactate ligase VanI	vanI
GLYCOPEPTIDE	VANCOMYCIN	NF000373.1	teicoplanin resistance protein VanJ	vanJ
GLYCOPEPTIDE	VANCOMYCIN	NF000032.1	D-alanine--D-serine ligase VanL	vanL
GLYCOPEPTIDE	VANCOMYCIN	NF000470.1	D-alanine--(R)-lactate ligase VanM	vanM
GLYCOPEPTIDE	VANCOMYCIN	NF000093.1	D-alanine--D-serine ligase VanN	vanN
GLYCOPEPTIDE	VANCOMYCIN	NF000374.1	D-alanine--(R)-lactate ligase VanO	vanO
GLYCOPEPTIDE	VANCOMYCIN	NF033117.2	VanR-ABDEGLN family response regulator transcription factor	vanR
GLYCOPEPTIDE	VANCOMYCIN	NF033120.0	vancomycin resistance response regulator transcription factor, VanR-F/VanR-M family	vanR
GLYCOPEPTIDE	VANCOMYCIN	NF000401.1	vancomycin resistance response regulator transcription factor VanR-A	vanR-A
GLYCOPEPTIDE	VANCOMYCIN	NF000402.1	vancomycin resistance response regulator transcription factor VanR-B	vanR-B
GLYCOPEPTIDE	VANCOMYCIN	NF000403.1	vancomycin resistance response regulator transcription factor VanR-C	vanR-C
GLYCOPEPTIDE	VANCOMYCIN	NF000404.1	vancomycin resistance response regulator transcription factor VanR-D	vanR-D
GLYCOPEPTIDE	VANCOMYCIN	NF033118.1	vancomycin resistance response regulator transcription factor VanR-O	vanR-O
GLYCOPEPTIDE	VANCOMYCIN	NF033091.0	vancomycin resistance histidine kinase VanS	vanS
GLYCOPEPTIDE	VANCOMYCIN	NF033090.1	vancomycin resistance histidine kinase VanS-B	vanS-B
GLYCOPEPTIDE	VANCOMYCIN	NF033094.0	vancomycin resistance histidine kinase VanS-O	vanS-O
GLYCOPEPTIDE	VANCOMYCIN	NF033131.1	serine racemase VanT catalytic subunit	vanT
GLYCOPEPTIDE	VANCOMYCIN	NF033132.1	membrane-bound serine racemase VanT	vanT
GLYCOPEPTIDE	VANCOMYCIN	NF000033.1	serine racemase VanT-L membrane subunit	vanTm
GLYCOPEPTIDE	VANCOMYCIN	NF033133.1	serine racemase VanT-L catalytic subunit	vanTr
GLYCOPEPTIDE	VANCOMYCIN	NF000090.1	glycopeptide resistance transcriptional regulator VanU	vanU
GLYCOPEPTIDE	VANCOMYCIN	NF033128.2	glycopeptide resistance accessory protein VanW	vanW
GLYCOPEPTIDE	VANCOMYCIN	NF033122.1	glycopeptide resistance accessory protein VanW-B	vanW-B
GLYCOPEPTIDE	VANCOMYCIN	NF033123.1	glycopeptide resistance accessory protein VanW-G	vanW-G
GLYCOPEPTIDE	VANCOMYCIN	NF033115.1	D-Ala-D-Ala dipeptidase VanX	vanX
GLYCOPEPTIDE	VANCOMYCIN	NF000380.1	D,D-carboxypeptidase/D,D-dipeptidase VanXY	vanXY
GLYCOPEPTIDE	VANCOMYCIN	NF000149.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G	vanXY
GLYCOPEPTIDE	VANCOMYCIN	NF000472.1	VanY-A/VanY-F/VanY-M family D-Ala-D-Ala carboxypeptidase	vanY
GLYCOPEPTIDE	VANCOMYCIN	NF000473.1	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase	vanY
GLYCOPEPTIDE	VANCOMYCIN	NF000471.1	transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D	vanY-D
GLYCOPEPTIDE	VANCOMYCIN	NF000086.1	D,D-peptidase/D,D-carboxypeptidase VanY-N	vanY-N
GLYCOPEPTIDE	VANCOMYCIN	NF033125.2	glycopeptide resistance protein VanZ-A	vanZ-A
GLYCOPEPTIDE	VANCOMYCIN	NF000145.1	glycopeptide resistance protein VanZ-F	vanZ-F
GLYCOPEPTIDE	VANCOMYCIN	NF000142.1	glycopeptide resistance protein VanZ-Pt	vanZ-Pt
BETA-LACTAM	CARBAPENEM	NF033574.1	VarG family subclass B1-like metallo-beta-lactamase	varG
STREPTOGRAMIN	STREPTOGRAMIN	NF000311.1	Vat family streptogramin A O-acetyltransferase	vat
STREPTOGRAMIN	STREPTOGRAMIN	NF000101.1	streptogramin A O-acetyltransferase Vat(A)	vat(A)
STREPTOGRAMIN	STREPTOGRAMIN	NF000097.1	streptogramin A O-acetyltransferase Vat(C)	vat(C)
STREPTOGRAMIN	STREPTOGRAMIN	NF000111.1	streptogramin A O-acetyltransferase Vat(D)	vat(D)
STREPTOGRAMIN	STREPTOGRAMIN	NF000020.1	streptogramin A O-acetyltransferase Vat(E)	vat(E)
STREPTOGRAMIN	STREPTOGRAMIN	NF000147.1	streptogramin A O-acetyltransferase Vat(F)	vat(F)
STREPTOGRAMIN	STREPTOGRAMIN	NF000504.1	streptogramin A O-acetyltransferase Vat(H)	vat(H)
