index	L1	L2	L3	KO	Function	EC	Count
33795	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
34571	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
47995	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
51631	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
36521	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
9968	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10038	glnQ; glutamine transport system ATP-binding protein	7.4.2.1	5
45954	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10038	glnQ; glutamine transport system ATP-binding protein	7.4.2.1	5
9995	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10010	tcyC, yecC; L-cystine transport system ATP-binding protein	7.4.2.1	7
45981	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10010	tcyC, yecC; L-cystine transport system ATP-binding protein	7.4.2.1	7
7709	Metabolism	Xenobiotics biodegradation and metabolism	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	K10676	tfdB; 2,4-dichlorophenol 6-monooxygenase	1.14.13.20	1
520	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
10312	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
46749	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
447	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
10308	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
46745	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
9616	Genetic Information Processing	Replication and repair	Fanconi anemia pathway [PATH:ko03460]	K10896	FANCM; fanconi anemia group M protein		2
44942	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10896	FANCM; fanconi anemia group M protein		2
44891	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K14635	MPH1; ATP-dependent DNA helicase MPH1	3.6.4.12	1
10524	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	18
34595	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	18
48044	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	18
36526	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
134	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
1228	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
1469	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
1764	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
29491	Human Diseases	Infectious disease: bacterial	Legionellosis [PATH:ko05134]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
36466	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12989	lpcC; mannosyltransferase	2.4.1.-	1
3728	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01457	atzF; allophanate hydrolase	3.5.1.54	6
7864	Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01457	atzF; allophanate hydrolase	3.5.1.54	6
3729	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K14541	DUR1; urea carboxylase / allophanate hydrolase	6.3.4.6 3.5.1.54	4
7866	Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K14541	DUR1; urea carboxylase / allophanate hydrolase	6.3.4.6 3.5.1.54	4
10799	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
17247	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
17528	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae [PATH:ko05111]	K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
34668	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
48198	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
5535	Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism [PATH:ko00830]	K11148	DHRS4L2; dehydrogenase/reductase SDR family member 4-like protein 2	1.1.-.-	1
10104	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K11607	sitB; manganese/iron transport system ATP-binding protein		1
46127	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K11607	sitB; manganese/iron transport system ATP-binding protein		1
10183	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09811	ftsX; cell division transport system permease protein		1
44684	Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K09811	ftsX; cell division transport system permease protein		1
46238	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09811	ftsX; cell division transport system permease protein		1
4521	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis [PATH:ko00510]	K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
4559	Metabolism	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis [PATH:ko00513]	K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
35997	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
4885	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
36437	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
4882	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K03280	waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase	2.4.1.56	2
36445	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K03280	waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase	2.4.1.56	2
4105	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K01556	KYNU, kynU; kynureninase	3.7.1.3	1
2146	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00387	SUOX; sulfite oxidase	1.8.3.1	3
2194	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K01738	cysK; cysteine synthase	2.5.1.47	4
3377	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01738	cysK; cysteine synthase	2.5.1.47	4
3488	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K12339	cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	2.5.1.144	3
2193	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
3353	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
3379	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
3768	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00930	argB; acetylglutamate kinase	2.7.2.8	7
3861	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11 1.2.1.41	1
9921	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10551	alsA; D-allose transport system ATP-binding protein	7.5.2.8	7
45862	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10551	alsA; D-allose transport system ATP-binding protein	7.5.2.8	7
7551	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH)	1.14.13.7	1
7742	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH)	1.14.13.7	1
10786	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
34663	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
48186	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
2109	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00926	arcC; carbamate kinase	2.7.2.2	1
3103	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00926	arcC; carbamate kinase	2.7.2.2	1
3750	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00926	arcC; carbamate kinase	2.7.2.2	1
4152	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K14265	Tam1; tryptophan aminotransferase	2.6.1.27	1
37064	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K14265	Tam1; tryptophan aminotransferase	2.6.1.27	1
9778	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K11952	cmpC; bicarbonate transport system ATP-binding protein	7.3.2.-	1
45713	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K11952	cmpC; bicarbonate transport system ATP-binding protein	7.3.2.-	1
4195	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00891	aroK, aroL; shikimate kinase	2.7.1.71	1
5712	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K01904	4CL; 4-coumarate--CoA ligase	6.2.1.12	1
6704	Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis [PATH:ko00940]	K01904	4CL; 4-coumarate--CoA ligase	6.2.1.12	1
2554	Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase	2.4.1.315	1
36050	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase	2.4.1.315	1
96	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.9	4
203	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.9	4
3019	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01120	cpdP; 3',5'-cyclic-nucleotide phosphodiesterase	3.1.4.17	1
2097	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K01501	E3.5.5.1; nitrilase	3.5.5.1	3
4162	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K01501	E3.5.5.1; nitrilase	3.5.5.1	3
4414	Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K01501	E3.5.5.1; nitrilase	3.5.5.1	3
7537	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K01501	E3.5.5.1; nitrilase	3.5.5.1	3
7847	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01501	E3.5.5.1; nitrilase	3.5.5.1	3
353	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K02377	TSTA3, fcl; GDP-L-fucose synthase	1.1.1.271	1
832	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K02377	TSTA3, fcl; GDP-L-fucose synthase	1.1.1.271	1
4965	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K02377	TSTA3, fcl; GDP-L-fucose synthase	1.1.1.271	1
5626	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase	6.3.5.9 6.3.5.11	2
288	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
456	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
607	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
799	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
4923	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
3323	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
3880	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
4439	Metabolism	Metabolism of other amino acids	D-Arginine and D-ornithine metabolism [PATH:ko00472]	K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
7019	Metabolism	Biosynthesis of other secondary metabolites	Penicillin and cephalosporin biosynthesis [PATH:ko00311]	K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
15457	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
53530	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K11170	DHRSX; dehydrogenase/reductase SDR family member X	1.1.-.-	1
3764	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	2.3.1.35 2.3.1.1	4
10290	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K11200	mngA, hrsA; 2-O-A-mannosyl-D-glycerate PTS system EIIABC component	2.7.1.195	7
46718	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K11200	mngA, hrsA; 2-O-A-mannosyl-D-glycerate PTS system EIIABC component	2.7.1.195	7
4513	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis [PATH:ko00510]	K00729	ALG5; dolichyl-phosphate beta-glucosyltransferase	2.4.1.117	1
36001	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00729	ALG5; dolichyl-phosphate beta-glucosyltransferase	2.4.1.117	1
3592	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
3772	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
37087	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
37071	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K10907	K10907; aminotransferase	2.6.1.-	14
3593	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K14267	dapC; N-succinyldiaminopimelate aminotransferase	2.6.1.17	9
37068	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K14267	dapC; N-succinyldiaminopimelate aminotransferase	2.6.1.17	9
10168	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02193	ccmA; heme exporter protein A	7.6.2.5	2
46237	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02193	ccmA; heme exporter protein A	7.6.2.5	2
10696	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	5
34624	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	5
48103	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	5
36129	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00752	hasA; hyaluronan synthase	2.4.1.212	1
7487	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K07824	CYP53A1; benzoate 4-monooxygenase	1.14.14.92	1
7545	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K07824	CYP53A1; benzoate 4-monooxygenase	1.14.14.92	1
37389	Brite Hierarchies	Protein families: metabolism	Cytochrome P450 [BR:ko00199]	K07824	CYP53A1; benzoate 4-monooxygenase	1.14.14.92	1
9918	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10545	xylG; D-xylose transport system ATP-binding protein	7.5.2.10	19
45847	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10545	xylG; D-xylose transport system ATP-binding protein	7.5.2.10	19
9928	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10562	rhaT; rhamnose transport system ATP-binding protein	7.5.2.-	15
45869	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10562	rhaT; rhamnose transport system ATP-binding protein	7.5.2.-	15
9912	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10820	ytfR; galactofuranose transport system ATP-binding protein	7.5.2.9	11
45875	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10820	ytfR; galactofuranose transport system ATP-binding protein	7.5.2.9	11
3106	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01954	K01954; carbamoyl-phosphate synthase	6.3.5.5	10
3267	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01954	K01954; carbamoyl-phosphate synthase	6.3.5.5	10
3104	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K11540	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase	6.3.5.5 2.1.3.2 3.5.2.3	9
3265	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K11540	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase	6.3.5.5 2.1.3.2 3.5.2.3	9
35193	Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K11540	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase	6.3.5.5 2.1.3.2 3.5.2.3	9
3105	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K11541	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase	6.3.5.5 2.1.3.2	10
3266	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K11541	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase	6.3.5.5 2.1.3.2	10
3280	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
3449	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
3588	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
7065	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis [PATH:ko00261]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
10457	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
33810	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
34578	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
48009	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
54274	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	11
3196	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00857	tdk, TK; thymidine kinase	2.7.1.21	1
8103	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00857	tdk, TK; thymidine kinase	2.7.1.21	1
630	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
843	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
17757	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
9971	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10041	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein	7.4.2.1	4
45966	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10041	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein	7.4.2.1	4
4778	Metabolism	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	K00743	GGTA1; N-acetyllactosaminide 3-alpha-galactosyltransferase	2.4.1.87	1
36074	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00743	GGTA1; N-acetyllactosaminide 3-alpha-galactosyltransferase	2.4.1.87	1
3575	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
5328	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
2195	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase	2.5.1.47 4.4.1.9	2
3378	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase	2.5.1.47 4.4.1.9	2
4415	Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase	2.5.1.47 4.4.1.9	2
489	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00917	lacC; tagatose 6-phosphate kinase	2.7.1.144	1
9407	Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K01142	E3.1.11.2, xthA; exodeoxyribonuclease III	3.1.11.2	1
45076	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01142	E3.1.11.2, xthA; exodeoxyribonuclease III	3.1.11.2	1
9409	Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K10771	APEX1; AP endonuclease 1	4.2.99.18	2
44740	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10771	APEX1; AP endonuclease 1	4.2.99.18	2
10025	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01997	livH; branched-chain amino acid transport system permease protein		3
