L1	L2	L3	KO	Function	EC	Count
General function prediction only	Predicted hydrocarbon binding protein, contains 4VR domain		COG1719	:		1
Translation, ribosomal structure and biogenesis	tRNA (Thr-GGU) A37 N6-methylase		COG1720	TrmO:tRNA modification		1
Function unknown	Uncharacterized conserved protein, DUF58 family, contains vWF domain		COG1721	YeaD2:		1
Replication, recombination and repair	Exonuclease VII small subunit		COG1722	XseB:		1
Energy production and conversion	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA		COG1726	NqrA:Na+-translocating NADH dehydrogenase		1
Transcription	RNA polymerase-binding transcription factor DksA		COG1734	DksA:		1
Transcription	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains		COG1737	RpiR:		1
Energy production and conversion	Ni,Fe-hydrogenase I small subunit		COG1740	HyaA:		1
General function prediction only	Redox-sensitive bicupin YhaK, pirin superfamily		COG1741	YhaK:		1
General function prediction only	Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily		COG1742	YnfA:		1
Amino acid transport and metabolism	Saccharopine dehydrogenase, NADP-dependent		COG1748	Lys9:Lysine biosynthesis		1
Cell motility	Flagellar hook protein FlgE		COG1749	FlgE:		1
General function prediction only	Predicted acylesterase/phospholipase RssA, containd patatin domain		COG1752	RssA:		1
Transcription	DNA-directed RNA polymerase, subunit K/omega		COG1758	RpoZ:RNA polymerase		1
Amino acid transport and metabolism	L-serine deaminase		COG1760	SdaA:		1
Carbohydrate transport and metabolism	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		COG1762	PtsN:		1
Signal transduction mechanisms	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		COG1762	PtsN:		1
Defense mechanisms	Organic hydroperoxide reductase OsmC/OhrA		COG1764	OsmC:		1
General function prediction only	Uncharacterized OsmC-related protein		COG1765	YhfA:		1
Cell motility	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ		COG1766	FliF:		1
Intracellular trafficking, secretion, and vesicular transport	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ		COG1766	FliF:		1
Coenzyme transport and metabolism	Triphosphoribosyl-dephospho-CoA synthetase		COG1767	CitG:		1
Amino acid transport and metabolism	Protease II		COG1770	PtrB:		1
Inorganic ion transport and metabolism	Flavorubredoxin		COG1773	NorV:		1
Cell wall/membrane/envelope biogenesis	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases		COG1778	KdsC:		1
General function prediction only	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases		COG1778	KdsC:		1
Inorganic ion transport and metabolism	Alkaline phosphatase		COG1785	PhoA:Folate biosynthesis		1
General function prediction only	Alkaline phosphatase		COG1785	PhoA:Folate biosynthesis		1
Defense mechanisms	Endonuclease, HJR/Mrr/RecB family		COG1787	:		1
Lipid transport and metabolism	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit		COG1788	AtoD:		1
Amino acid transport and metabolism	Acireductone dioxygenase (methionine salvage), cupin superfamily		COG1791	Adi1:		1
Cell cycle control, cell division, chromosome partitioning	Cell shape-determining protein MreC		COG1792	MreC:		1
Cytoskeleton	Cell shape-determining protein MreC		COG1792	MreC:		1
Coenzyme transport and metabolism	Cobyrinic acid a,c-diamide synthase		COG1797	CobB:Cobalamine/B12 biosynthesis		1
General function prediction only	Sugar isomerase-related protein YecE, UPF0759/DUF72 family		COG1801	YecE:		1
Transcription	DNA-binding transcriptional regulator, GntR family		COG1802	GntR:		1
Lipid transport and metabolism	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases		COG1804	CaiB:		1
Energy production and conversion	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB		COG1805	NqrB:Na+-translocating NADH dehydrogenase		1
Signal transduction mechanisms	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)		COG1806	PpsR:		1
Translation, ribosomal structure and biogenesis	Archaeal ribosome-binding protein aMBF1, putative translation factor, contains Zn-ribbon and HTH domains		COG1813	aMBF1:		1
Cell motility	Flagellar basal body rod protein FlgB		COG1815	FlgB:		1
Nucleotide transport and metabolism	Adenosine deaminase		COG1816	Add:Menaquinone biosynthesis		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L25 (general stress protein Ctc)		COG1825	RplY:Ribosome 50S subunit		1
Intracellular trafficking, secretion, and vesicular transport	Twin-arginine protein secretion pathway components TatA and TatB		COG1826	TatA:		1
Cell wall/membrane/envelope biogenesis	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains		COG1835	OafA:		1
Energy production and conversion	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain		COG1838	FumA:TCA cycle		1
Inorganic ion transport and metabolism	ABC-type Fe3+ transport system, periplasmic component		COG1840	AfuA:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L30/L7E		COG1841	RpmD:Ribosome 50S subunit		1
Cell motility	Flagellar hook-capping protein FlgD		COG1843	FlgD:		1
Energy production and conversion	Heme/copper-type cytochrome/quinol oxidase, subunit 3		COG1845	CyoC:		1
Transcription	DNA-binding transcriptional regulator, MarR family		COG1846	MarR:		1
Energy production and conversion	FMN reductase RutF, DIM6/NTAB family		COG1853	RutF:Pyrimidine degradation		1
Posttranslational modification, protein turnover, chaperones	Cytochrome c peroxidase		COG1858	MauG:		1
Intracellular trafficking, secretion, and vesicular transport	Protein translocase subunit YajC		COG1862	YajC:		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhE subunit		COG1863	MnhE:		1
Energy production and conversion	Phosphoenolpyruvate carboxykinase, ATP-dependent		COG1866	PckA:Gluconeogenesis		1
Cell motility	Flagellar motor switch protein FliM		COG1868	FliM:		1
Function unknown	Uncharacterized conserved protein YggU, UPF0235/DUF167 family		COG1872	YggU:		1
Carbohydrate transport and metabolism	Beta-galactosidase GanA		COG1874	GanA:		1
General function prediction only	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains		COG1875	YlaK:		1
Carbohydrate transport and metabolism	Trehalose-6-phosphate phosphatase		COG1877	OtsB:		1
Carbohydrate transport and metabolism	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain		COG1879	RbsB:		1
Cell motility	Flagellar motor switch/type III secretory pathway protein FliN		COG1886	FliN:		1
Intracellular trafficking, secretion, and vesicular transport	Flagellar motor switch/type III secretory pathway protein FliN		COG1886	FliN:		1
Cell wall/membrane/envelope biogenesis	CDP-glycerol glycerophosphotransferase, TagB/SpsB family		COG1887	TagB:		1
Lipid transport and metabolism	CDP-glycerol glycerophosphotransferase, TagB/SpsB family		COG1887	TagB:		1
Coenzyme transport and metabolism	Ketopantoate reductase		COG1893	PanE:Pantothenate/CoA biosynthesis		1
Energy production and conversion	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)		COG1894	NuoF:NADH dehydrogenase		1
Cell wall/membrane/envelope biogenesis	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme		COG1898	RfbC:		1
Energy production and conversion	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family		COG1902	FadH:		1
Energy production and conversion	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)		COG1905	NuoE:NADH dehydrogenase		1
General function prediction only	Cupin domain protein related to quercetin dioxygenase		COG1917	QdoI:		1
Inorganic ion transport and metabolism	Fe2+ transport protein FeoA		COG1918	FeoA:		1
Signal transduction mechanisms	sRNA-binding regulator protein Hfq		COG1923	Hfq:		1
Signal transduction mechanisms	HPr or related phosphotransfer protein		COG1925	PtsH:		1
Carbohydrate transport and metabolism	HPr or related phosphotransfer protein		COG1925	PtsH:		1
General function prediction only	Predicted phosphoribosyltransferase		COG1926	:		1
Carbohydrate transport and metabolism	Glycerate kinase		COG1929	GlxK:Non-phosphorylated Entner-Doudoroff pathway		1
Coenzyme transport and metabolism	Phosphoserine aminotransferase		COG1932	SerC:Serine biosynthesis		1
Amino acid transport and metabolism	Phosphoserine aminotransferase		COG1932	SerC:Serine biosynthesis		1
Cell wall/membrane/envelope biogenesis	Lipopolysaccharide export system protein LptA		COG1934	LptA:		1
Carbohydrate transport and metabolism	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain		COG1940	NagC:		1
Transcription	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain		COG1940	NagC:		1
Energy production and conversion	Coenzyme F420-reducing hydrogenase, gamma subunit		COG1941	FrhG:		1
Secondary metabolites biosynthesis, transport and catabolism	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family		COG1942	PptA:		1
Mobilome: prophages, transposons	REP element-mobilizing transposase RayT		COG1943	RAYT:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein S12 methylthiotransferase accessory factor YcaO		COG1944	YcaO:		1
Lipid transport and metabolism	Acyl-CoA thioesterase		COG1946	TesB:		1
Lipid transport and metabolism	4-diphosphocytidyl-2C-methyl-D-erythritol kinase		COG1947	IspE:Isoprenoid biosynthesis		1
RNA processing and modification	Oligoribonuclease (3'-5' exoribonuclease)		COG1949	Orn:		1
Energy production and conversion	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain		COG1951	TtdA:TCA cycle		1
Intracellular trafficking, secretion, and vesicular transport	Preprotein translocase subunit SecB		COG1952	SecB:		1
Transcription	DNA-binding transcriptional regulator, IscR family		COG1959	IscR:		1
Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE		COG1961	SpoIVCA:		1
Inorganic ion transport and metabolism	Fe-S cluster assembly protein CyaY, frataxin homolog		COG1965	CyaY:Cobalamine/B12 biosynthesis		1
Energy production and conversion	Carbon starvation protein CstA (peptide/pyruvate transporter)		COG1966	CstA:		1
Amino acid transport and metabolism	Carbon starvation protein CstA (peptide/pyruvate transporter)		COG1966	CstA:		1
Lipid transport and metabolism	Undecaprenyl pyrophosphate phosphatase		COG1968	UppP:		1
Energy production and conversion	Ni,Fe-hydrogenase I cytochrome b subunit		COG1969	HyaC:		1
Cell wall/membrane/envelope biogenesis	Large-conductance mechanosensitive channel		COG1970	MscL:		1
Nucleotide transport and metabolism	Nucleoside permease NupC		COG1972	NupC:		1
Transcription	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)		COG1974	LexA:		1
Signal transduction mechanisms	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)		COG1974	LexA:		1
Posttranslational modification, protein turnover, chaperones	Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family		COG1975	XdhC:		1
Coenzyme transport and metabolism	Molybdopterin synthase sulfur carrier subunit MoaD		COG1977	MoaD:Molybdopterin biosynthesis		1
Coenzyme transport and metabolism	Protoporphyrinogen oxidase HemJ (unrelated to HemG or HemY)		COG1981	HemJ:		1
Amino acid transport and metabolism	Arginine/lysine/ornithine decarboxylase		COG1982	LdcC:		1
Amino acid transport and metabolism	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2		COG1984	PxpC:		1
Coenzyme transport and metabolism	Pyrimidine reductase, riboflavin biosynthesis		COG1985	RibD:Riboflavin/FAD biosynthesis		1
Cell motility	Flagellar biosynthesis protein FliQ		COG1987	FliQ:		1
General function prediction only	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family		COG1988	YbcI:		1
Cell motility	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase		COG1989	PulO:		1
Intracellular trafficking, secretion, and vesicular transport	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase		COG1989	PulO:		1
Posttranslational modification, protein turnover, chaperones	Zn-dependent protease (includes sporulation protein SpoIVFB)		COG1994	SpoIVFB:		1
Coenzyme transport and metabolism	4-hydroxy-L-threonine phosphate dehydrogenase PdxA		COG1995	PdxA:Pyridoxal phosphate biosynthesis		1
Translation, ribosomal structure and biogenesis	Ribosomal protein S27AE		COG1998	RPS27ae:Archaeal ribosomal proteins		1
Posttranslational modification, protein turnover, chaperones	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family		COG1999	Sco1:		1
Translation, ribosomal structure and biogenesis	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity		COG2001	MraZ:		1
Replication, recombination and repair	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif		COG2003	RadC:		1
Transcription	DNA-binding transcriptional regulator ModE (molybdenum-dependent)		COG2005	ModE:		1
Energy production and conversion	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit		COG2009	SdhC:		1
Energy production and conversion	Cytochrome c, mono- and diheme variants		COG2010	CccA:		1
Amino acid transport and metabolism	ABC-type methionine transport system, permease component		COG2011	MetP:		1
Energy production and conversion	AIM24 protein, required for mitochondrial respiration		COG2013	AIM24:		1
Function unknown	Uncharacterized conserved protein, contains DUF4213 and DUF364 domains		COG2014	:		1
Carbohydrate transport and metabolism	Galactose mutarotase or related enzyme		COG2017	GalM:		1
Posttranslational modification, protein turnover, chaperones	Protein-S-isoprenylcysteine O-methyltransferase Ste14		COG2020	STE14:		1
Amino acid transport and metabolism	Homoserine O-acetyltransferase		COG2021	MET2:Methionine biosynthesis		1
Energy production and conversion	Electron transfer flavoprotein, alpha subunit FixB		COG2025	FixB:		1
Defense mechanisms	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system		COG2026	RelE:		1
Cell wall/membrane/envelope biogenesis	D-alanyl-D-alanine carboxypeptidase		COG2027	DacB:		1
Lipid transport and metabolism	Acyl-CoA dehydratase PaaZ		COG2030	MaoC:		1
Lipid transport and metabolism	Short chain fatty acids transporter		COG2031	AtoE:		1
Inorganic ion transport and metabolism	Cu/Zn superoxide dismutase		COG2032	SodC:		1
Coenzyme transport and metabolism	NaMN:DMB phosphoribosyltransferase		COG2038	CobT:Cobalamine/B12 biosynthesis		1
Energy production and conversion	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases		COG2041	MsrP:		1
Energy production and conversion	Heterodisulfide reductase, subunit B		COG2048	HdrB:		1
Amino acid transport and metabolism	5-oxoprolinase subunit B/Allophanate hydrolase subunit 1		COG2049	PxpB:		1
Secondary metabolites biosynthesis, transport and catabolism	Acyl-CoA thioesterase PaaI, contains HGG motif		COG2050	PaaI:		1
Energy production and conversion	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		COG2055	AllD:TCA cycle		1
Lipid transport and metabolism	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit		COG2057	AtoA:		1
Inorganic ion transport and metabolism	Chromate transport protein ChrA		COG2059	ChrA:		1
Signal transduction mechanisms	Phosphohistidine phosphatase SixA		COG2062	SixA:		1
Cell motility	Flagellar basal body L-ring protein FlgH		COG2063	FlgH:		1
Nucleotide transport and metabolism	Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase		COG2065	PyrR:Pyrimidine salvage		1
Lipid transport and metabolism	Long-chain fatty acid transport protein		COG2067	FadL:		1
Coenzyme transport and metabolism	CTP:molybdopterin cytidylyltransferase MocA		COG2068	MocA:		1
General function prediction only	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family		COG2070	YrpB:		1
Amino acid transport and metabolism	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain		COG2071	PuuD:		1
Defense mechanisms	Multidrug transporter EmrE and related cation transporters		COG2076	EmrE:		1
Posttranslational modification, protein turnover, chaperones	Peroxiredoxin		COG2077	Tpx:		1
Carbohydrate transport and metabolism	2-methylcitrate dehydratase PrpD		COG2079	PrpD:		1
Energy production and conversion	Aldehyde, CO, or xanthine dehydrogenase, Fe-S subunit, CoxS/CutS family		COG2080	CutS:Non-phosphorylated Entner-Doudoroff pathway		1
General function prediction only	Predicted flavoprotein YhiN		COG2081	YhiN:		1
Lipid transport and metabolism	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase		COG2084	MmsB:		1
General function prediction only	Predicted dinucleotide-binding enzyme		COG2085	:		1
Energy production and conversion	Electron transfer flavoprotein, alpha and beta subunits		COG2086	FixA:		1
Coenzyme transport and metabolism	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase		COG2087	CobU:Cobalamine/B12 biosynthesis		1
Coenzyme transport and metabolism	Phosphopantetheinyl transferase		COG2091	Sfp:		1
Coenzyme transport and metabolism	Cob(II)alamin adenosyltransferase		COG2096	PduO:Cobalamine/B12 biosynthesis		1
Coenzyme transport and metabolism	Sulfur carrier protein ThiS (thiamine biosynthesis)		COG2104	ThiS:Thiamine biosynthesis		1
Coenzyme transport and metabolism	ATP:corrinoid adenosyltransferase		COG2109	BtuR:Cobalamine/B12 biosynthesis		1
Translation, ribosomal structure and biogenesis	O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain		COG2110	YmdB:		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhB subunit		COG2111	MnhB:		1
Signal transduction mechanisms	Adenylate cyclase, class 3		COG2114	AcyC:		1
Inorganic ion transport and metabolism	Formate/nitrite transporter FocA, FNT family		COG2116	FocA:		1
General function prediction only	Putative Ca2+/H+ antiporter, TMEM165/GDT1 family		COG2119	Gdt1:		1
Carbohydrate transport and metabolism	N-acetylglucosaminyl deacetylase, LmbE family		COG2120	LmbE:		1
Secondary metabolites biosynthesis, transport and catabolism	Cytochrome P450		COG2124	CypX:Biotin biosynthesis		1
Defense mechanisms	Cytochrome P450		COG2124	CypX:Biotin biosynthesis		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L37E		COG2126	RPL37A:Archaeal ribosomal proteins		1
Posttranslational modification, protein turnover, chaperones	ATP-dependent Clp protease adapter protein ClpS		COG2127	ClpS:		1
General function prediction only	Predicted phosphoesterase, related to the Icc protein		COG2129	:		1
Cell cycle control, cell division, chromosome partitioning	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)		COG2132	SufI:		1
Inorganic ion transport and metabolism	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)		COG2132	SufI:		1
Cell wall/membrane/envelope biogenesis	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)		COG2132	SufI:		1
Carbohydrate transport and metabolism	Glucose/arabinose dehydrogenase, beta-propeller fold		COG2133	YliI:		1
Replication, recombination and repair	ssDNA abasic site-binding protein YedK/HMCES, SRAP family		COG2135	SRAP:		1
Posttranslational modification, protein turnover, chaperones	SOS response regulatory protein OraA/RecX, interacts with RecA		COG2137	RecX:		1
Coenzyme transport and metabolism	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)		COG2141	SsuD:Pyrimidine degradation		1
General function prediction only	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)		COG2141	SsuD:Pyrimidine degradation		1
Energy production and conversion	Succinate dehydrogenase, hydrophobic anchor subunit		COG2142	SdhD:		1
Inorganic ion transport and metabolism	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase		COG2146	NirD:		1
Secondary metabolites biosynthesis, transport and catabolism	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase		COG2146	NirD:		1
Cell wall/membrane/envelope biogenesis	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)		COG2148	WcaJ:		1
Function unknown	Uncharacterized membrane protein YidH, DUF202 family		COG2149	YidH:		1
General function prediction only	Predicted N-acyltransferase, GNAT family		COG2153	ElaA:		1
Coenzyme transport and metabolism	Pterin-4a-carbinolamine dehydratase		COG2154	PhhB:		1
Carbohydrate transport and metabolism	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain		COG2159	LigW:		1
Defense mechanisms	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family		COG2161	StbD:		1
Cell motility	Type II secretory pathway, pseudopilin PulG		COG2165	PulG:		1
Intracellular trafficking, secretion, and vesicular transport	Type II secretory pathway, pseudopilin PulG		COG2165	PulG:		1
Extracellular structures	Type II secretory pathway, pseudopilin PulG		COG2165	PulG:		1
Posttranslational modification, protein turnover, chaperones	Sulfur transfer protein SufE, Fe-S cluster assembly		COG2166	SufE:		1
Translation, ribosomal structure and biogenesis	Sulfur transfer complex TusBCD TusB component, DsrH family		COG2168	TusB:		1
Replication, recombination and repair	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains		COG2169	AdaA:		1
Posttranslational modification, protein turnover, chaperones	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily		COG2170	YbdK:		1
Amino acid transport and metabolism	Tetrahydrodipicolinate N-succinyltransferase		COG2171	DapD:Lysine biosynthesis		1
Cell wall/membrane/envelope biogenesis	D-alanyl-D-alanine dipeptidase		COG2173	DdpX:		1
Secondary metabolites biosynthesis, transport and catabolism	Taurine dioxygenase, alpha-ketoglutarate-dependent		COG2175	TauD:		1
Replication, recombination and repair	DNA polymerase III, alpha subunit (gram-positive type)		COG2176	PolC:		1
Cell cycle control, cell division, chromosome partitioning	Cell division protein FtsX		COG2177	FtsX:		1
Transcription	Transcriptional accessory protein Tex/SPT6		COG2183	Tex:		1
Transcription	DNA-binding transcriptional regulator, FadR family		COG2186	FadR:		1
General function prediction only	Aminoglycoside phosphotransferase family enzyme		COG2187	:		1
Replication, recombination and repair	Adenine specific DNA methylase Mod		COG2189	Mod:		1
General function prediction only	Predicted carbamoyl transferase, NodU family		COG2192	:		1
Inorganic ion transport and metabolism	Bacterioferritin (cytochrome b1)		COG2193	Bfr:		1
Cell wall/membrane/envelope biogenesis	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily		COG2194	OpgE:		1
Signal transduction mechanisms	HPt (histidine-containing phosphotransfer) domain		COG2198	HPtr:		1
Signal transduction mechanisms	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)		COG2200	EAL:		1
Signal transduction mechanisms	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains		COG2201	CheB:		1
Signal transduction mechanisms	Phosphoserine phosphatase RsbU, regulator of sigma subunit		COG2208	RsbU:		1
Transcription	Phosphoserine phosphatase RsbU, regulator of sigma subunit		COG2208	RsbU:		1
Energy production and conversion	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE		COG2209	NqrE:Na+-translocating NADH dehydrogenase		1
Carbohydrate transport and metabolism	Na+/melibiose symporter or related transporter		COG2211	MelB:		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhF subunit		COG2212	MnhF:		1
Inorganic ion transport and metabolism	K+ transport ATPase, ATPase subunit KdpB		COG2216	KdpB:		1
Carbohydrate transport and metabolism	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily		COG2220	UlaG:		1
Inorganic ion transport and metabolism	Nitrate/nitrite transporter NarK		COG2223	NarK:		1
Energy production and conversion	Isocitrate lyase		COG2224	AceA:TCA cycle, glyoxylate bypass		1
Energy production and conversion	Malate synthase		COG2225	AceB:TCA cycle, glyoxylate bypass		1
Lipid transport and metabolism	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases		COG2230	Cfa:		1
Nucleotide transport and metabolism	Xanthine/uracil permease		COG2233	UraA:Pyrimidine degradation		1
Inorganic ion transport and metabolism	Mg/Co/Ni transporter MgtE (contains CBS domain)		COG2239	MgtE:		1
Coenzyme transport and metabolism	Precorrin-6B methylase 2		COG2242	CobL:Cobalamine/B12 biosynthesis		1
Cell wall/membrane/envelope biogenesis	Membrane protein involved in the export of O-antigen and teichoic acid		COG2244	RfbX:		1
Lipid transport and metabolism	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)		COG2246	GtrA:		1
General function prediction only	Putative NADPH-quinone reductase (modulator of drug activity B)		COG2249	MdaB:		1
Nucleotide transport and metabolism	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family		COG2252	NCS2:		1
Defense mechanisms	Predicted nucleotidyltransferase component of viral defense system		COG2253	:		1
Replication, recombination and repair	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB		COG2255	RuvB:		1
Replication, recombination and repair	Replication-associated recombination protein RarA (DNA-dependent ATPase)		COG2256	RarA:		1
Intracellular trafficking, secretion, and vesicular transport	Type III secretion system substrate exporter, FlhB-like		COG2257	YlqH:		1
Function unknown	Uncharacterized membrane protein YphA, DoxX/SURF4 family		COG2259	DoxX:		1
General function prediction only	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family		COG2261	YeaQ:		1
Translation, ribosomal structure and biogenesis	50S ribosomal subunit-associated GTPase HflX		COG2262	HflX:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L11 methylase PrmA		COG2264	PrmA:		1
Translation, ribosomal structure and biogenesis	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family		COG2265	TrmA:tRNA modification		1
Coenzyme transport and metabolism	GTP:adenosylcobinamide-phosphate guanylyltransferase		COG2266	:Cobalamine/B12 biosynthesis		1
Lipid transport and metabolism	Lysophospholipase, alpha-beta hydrolase superfamily		COG2267	PldB:		1
Carbohydrate transport and metabolism	Sugar phosphate permease		COG2271	UhpC:		1
Carbohydrate transport and metabolism	Citrate lyase beta subunit		COG2301	CitE:		1
Lipid transport and metabolism	Choline dehydrogenase or related flavoprotein		COG2303	BetA:Non-phosphorylated Entner-Doudoroff pathway		1
General function prediction only	Choline dehydrogenase or related flavoprotein		COG2303	BetA:Non-phosphorylated Entner-Doudoroff pathway		1
Function unknown	Uncharacterized conserved protein, Alpha-E superfamily		COG2307	Alpha-E:		1
General function prediction only	Circularly permuted ATP-grasp protein		COG2308	:		1
Secondary metabolites biosynthesis, transport and catabolism	Erythromycin esterase homolog		COG2312	YbfO:		1
General function prediction only	Uncharacterized membrane protein YozV, TM2 domain, contains pTyr		COG2314	TM2:		1
General function prediction only	Predicted metalloprotease		COG2321	YpfJ:		1
Function unknown	Uncharacterized membrane protein YcaP, DUF421 family		COG2323	YcaP:		1
Energy production and conversion	Polyphosphate kinase 2, PPK2 family		COG2326	PPK2:		1
Coenzyme transport and metabolism	Heme-degrading monooxygenase HmoA and related ABM domain proteins		COG2329	HmoA:		1
General function prediction only	Predicted nucleic acid-binding protein, contains Zn-ribbon domain		COG2331	:		1
Energy production and conversion	Cytochrome c biogenesis protein CcmE		COG2332	CcmE:		1
Posttranslational modification, protein turnover, chaperones	Cytochrome c biogenesis protein CcmE		COG2332	CcmE:		1
Intracellular trafficking, secretion, and vesicular transport	DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily		COG2333	ComEC:		1
Signal transduction mechanisms	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist		COG2334	SrkA:Threonine biosynthesis		1
Defense mechanisms	mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module		COG2337	MazF:		1
Cell cycle control, cell division, chromosome partitioning	Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain		COG2340	YkwD:		1
General function prediction only	Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain		COG2340	YkwD:		1
Inorganic ion transport and metabolism	Truncated hemoglobin YjbI		COG2346	YjbI:		1
Secondary metabolites biosynthesis, transport and catabolism	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis		COG2350	YciI:		1
